,name,id,shortName,path,displayName,featureType,coordinates
3498,so Chikankata District,grvG4PUGBwQ,so Chikankata District,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ,so Chikankata District,POLYGON,"[[[[28.0551,-16.3229],[28.0557,-16.3189],[28.0563,-16.3155],[28.0559,-16.3114],[28.0547,-16.3088],[28.0507,-16.3058],[28.0475,-16.3032],[28.0439,-16.3011],[28.0409,-16.3019],[28.0375,-16.3014],[28.0337,-16.3007],[28.0305,-16.3006],[28.0275,-16.2986],[28.0253,-16.2954],[28.0235,-16.292],[28.0193,-16.2914],[28.0153,-16.2911],[28.0109,-16.2895],[28.0081,-16.2884],[28.0051,-16.2853],[28.0011,-16.2822],[27.9961,-16.2795],[27.9927,-16.277],[27.9893,-16.274],[27.9837,-16.2686],[27.9805,-16.2657],[27.9753,-16.2634],[27.9707,-16.2599],[27.9669,-16.2551],[27.9617,-16.2514],[27.9571,-16.2486],[27.9543,-16.2466],[27.9531,-16.2421],[27.9521,-16.2376],[27.9495,-16.2329],[27.9451,-16.2303],[27.9413,-16.2292],[27.9379,-16.2281],[27.9363,-16.2251],[27.9349,-16.2224],[27.9319,-16.2206],[27.9297,-16.2177],[27.9269,-16.215],[27.9243,-16.2125],[27.9247,-16.2094],[27.9239,-16.2053],[27.9211,-16.1996],[27.9191,-16.196],[27.9139,-16.1943],[27.9099,-16.1944],[27.9045,-16.1939],[27.9005,-16.1932],[27.8963,-16.1936],[27.8927,-16.1919],[27.8879,-16.1906],[27.8827,-16.1875],[27.8857,-16.1795],[27.8871,-16.1758],[27.8891,-16.1715],[27.8905,-16.1679],[27.8943,-16.1634],[27.9003,-16.1603],[27.9043,-16.1584],[27.9073,-16.1563],[27.9095,-16.1544],[27.9095,-16.151],[27.9061,-16.1471],[27.9043,-16.1422],[27.8997,-16.1319],[27.8979,-16.1272],[27.8979,-16.1211],[27.9027,-16.1159],[27.9059,-16.1081],[27.9069,-16.0942],[27.9069,-16.0839],[27.9079,-16.0727],[27.9115,-16.0655],[27.9163,-16.0578],[27.9173,-16.0545],[27.9173,-16.0454],[27.9201,-16.0417],[27.9245,-16.04],[27.9281,-16.0369],[27.9235,-16.0317],[27.9219,-16.0271],[27.9207,-16.0211],[27.9215,-16.014],[27.9181,-16.0075],[27.9153,-15.9988],[27.9147,-15.9917],[27.9427,-16.0131],[27.9647,-16.0271],[27.9789,-16.0329],[27.9855,-16.0345],[28.0031,-16.0335],[28.0097,-16.0334],[28.0133,-16.0351],[28.0173,-16.0359],[28.0289,-16.0308],[28.0345,-16.0288],[28.0631,-16.0307],[28.0665,-16.0309],[28.0697,-16.0286],[28.1021,-15.9927],[28.1121,-15.9823],[28.1159,-15.9777],[28.1293,-15.9665],[28.1327,-15.9636],[28.1415,-15.9604],[28.1545,-15.9545],[28.1627,-15.9495],[28.1675,-15.9448],[28.1703,-15.9409],[28.1437,-15.9145],[28.1261,-15.8963],[28.1111,-15.883],[28.1001,-15.8777],[28.0895,-15.8727],[28.0803,-15.8604],[28.0671,-15.8514],[28.0569,-15.8434],[28.0431,-15.8398],[28.0389,-15.8376],[28.0363,-15.8327],[28.0353,-15.8263],[28.0339,-15.8182],[28.0339,-15.8113],[28.0329,-15.8058],[28.0327,-15.8006],[28.0349,-15.7959],[28.0375,-15.7899],[28.0387,-15.7828],[28.0395,-15.7755],[28.0411,-15.7683],[28.0429,-15.763],[28.0443,-15.7589],[28.0489,-15.7621],[28.0621,-15.7635],[28.0659,-15.763],[28.0689,-15.7625],[28.0757,-15.7618],[28.0787,-15.7615],[28.0815,-15.7608],[28.0873,-15.7608],[28.0881,-15.7644],[28.0917,-15.7676],[28.0963,-15.7735],[28.1031,-15.7759],[28.1169,-15.7809],[28.1161,-15.7851],[28.1207,-15.7881],[28.1251,-15.7884],[28.1299,-15.7887],[28.1343,-15.7893],[28.1381,-15.7895],[28.1465,-15.7904],[28.1525,-15.7912],[28.1561,-15.7951],[28.1593,-15.797],[28.1631,-15.7978],[28.1693,-15.7979],[28.1733,-15.7981],[28.1783,-15.7989],[28.1827,-15.8014],[28.1855,-15.8067],[28.1871,-15.8095],[28.1903,-15.8139],[28.1927,-15.8164],[28.1951,-15.82],[28.2019,-15.8258],[28.2047,-15.8277],[28.2107,-15.8302],[28.2143,-15.8329],[28.2179,-15.8357],[28.2215,-15.8385],[28.2285,-15.8446],[28.2323,-15.8471],[28.2385,-15.8498],[28.2435,-15.851],[28.2473,-15.8515],[28.2527,-15.8514],[28.2565,-15.8507],[28.2665,-15.8448],[28.2689,-15.8388],[28.2715,-15.8338],[28.2731,-15.8312],[28.2775,-15.8263],[28.2839,-15.8213],[28.2871,-15.8175],[28.2897,-15.813],[28.2929,-15.8102],[28.2973,-15.81],[28.3019,-15.8122],[28.3073,-15.8152],[28.3149,-15.8182],[28.3185,-15.8186],[28.3235,-15.8155],[28.3279,-15.8116],[28.3313,-15.8094],[28.3349,-15.8072],[28.3387,-15.8042],[28.3445,-15.8011],[28.3503,-15.7986],[28.3543,-15.7973],[28.3583,-15.7958],[28.3615,-15.7956],[28.3655,-15.7958],[28.3687,-15.7969],[28.3717,-15.7989],[28.3747,-15.8011],[28.3793,-15.8022],[28.3837,-15.802],[28.3905,-15.7993],[28.3923,-15.8026],[28.3957,-15.8034],[28.4037,-15.8026],[28.4101,-15.8042],[28.4171,-15.8075],[28.4211,-15.81],[28.4245,-15.8125],[28.4287,-15.8158],[28.4337,-15.8214],[28.4377,-15.8268],[28.4393,-15.8296],[28.4405,-15.8332],[28.4421,-15.8382],[28.4435,-15.842],[28.4447,-15.8454],[28.4473,-15.8509],[28.4493,-15.8534],[28.4531,-15.8562],[28.4641,-15.8565],[28.4677,-15.8526],[28.4703,-15.8492],[28.4737,-15.8484],[28.4785,-15.8493],[28.4811,-15.852],[28.4835,-15.8567],[28.4875,-15.8595],[28.4923,-15.8608],[28.4957,-15.8609],[28.4991,-15.8608],[28.5051,-15.8612],[28.5093,-15.8617],[28.5135,-15.8636],[28.5167,-15.8686],[28.5191,-15.8733],[28.5233,-15.875],[28.5307,-15.8752],[28.5349,-15.8747],[28.5411,-15.8753],[28.5453,-15.8783],[28.5483,-15.881],[28.5505,-15.8836],[28.5541,-15.8868],[28.5591,-15.8899],[28.5627,-15.8924],[28.5693,-15.8974],[28.5767,-15.9007],[28.5827,-15.9023],[28.5855,-15.9043],[28.5877,-15.9084],[28.5895,-15.9115],[28.5903,-15.9143],[28.5933,-15.917],[28.5959,-15.9184],[28.6003,-15.9182],[28.6043,-15.9165],[28.6083,-15.9146],[28.6117,-15.9129],[28.6149,-15.9123],[28.6093,-15.9212],[28.6047,-15.9261],[28.6019,-15.9309],[28.5999,-15.9333],[28.5981,-15.9358],[28.5957,-15.9388],[28.5933,-15.9405],[28.5897,-15.943],[28.5865,-15.9463],[28.5837,-15.9494],[28.5825,-15.9522],[28.5807,-15.9574],[28.5781,-15.963],[28.5757,-15.9679],[28.5739,-15.9703],[28.5709,-15.9734],[28.5685,-15.976],[28.5659,-15.9786],[28.5635,-15.9809],[28.5605,-15.9836],[28.5577,-15.9856],[28.5537,-15.9884],[28.5479,-15.9953],[28.5469,-15.9989],[28.5465,-16.0019],[28.5455,-16.0053],[28.5453,-16.0094],[28.5449,-16.0133],[28.5439,-16.0198],[28.5439,-16.0243],[28.5441,-16.0276],[28.5433,-16.0307],[28.5421,-16.0345],[28.5391,-16.0508],[28.5337,-16.054],[28.5267,-16.0559],[28.5235,-16.0564],[28.5193,-16.0594],[28.5157,-16.0616],[28.5129,-16.0625],[28.5099,-16.0631],[28.5063,-16.0636],[28.5023,-16.0662],[28.4967,-16.066],[28.4935,-16.0677],[28.4923,-16.0716],[28.4839,-16.0738],[28.4811,-16.0708],[28.4775,-16.0705],[28.4743,-16.0733],[28.4727,-16.0777],[28.4703,-16.0805],[28.4687,-16.083],[28.4573,-16.0841],[28.4513,-16.0844],[28.4507,-16.0873],[28.4475,-16.0918],[28.4433,-16.0932],[28.4403,-16.0932],[28.4413,-16.0959],[28.4419,-16.1004],[28.4421,-16.1053],[28.4413,-16.1094],[28.4399,-16.112],[28.4379,-16.1161],[28.4343,-16.1197],[28.4343,-16.1347],[28.4371,-16.138],[28.4403,-16.1407],[28.4433,-16.1437],[28.4481,-16.1471],[28.4525,-16.1495],[28.4571,-16.1513],[28.4599,-16.1524],[28.4627,-16.1531],[28.4687,-16.1546],[28.4719,-16.1562],[28.4757,-16.1585],[28.4805,-16.1617],[28.4839,-16.1644],[28.4835,-16.1687],[28.4815,-16.172],[28.4791,-16.1765],[28.4377,-16.2492],[28.4347,-16.2513],[28.4265,-16.2535],[28.1581,-16.35],[28.0551,-16.3229]]]]"
3499,so Chikankata Hosp Chest Clinic,fGV3DvjQrAF,so Chikankata Hosp Chest Clinic,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/fGV3DvjQrAF,so Chikankata Hosp Chest Clinic,NONE,
3500,so Chikankata Hosp Dental Clinic,FuUtTzGoeH1,so Chikankata Hosp Dental Clinic,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/FuUtTzGoeH1,so Chikankata Hosp Dental Clinic,NONE,
3501,so Chikankata Hosp Eye Clinic,v0QQa73XmjE,so Chikankata Hosp Eye Clinic,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/v0QQa73XmjE,so Chikankata Hosp Eye Clinic,NONE,
3502,so Chikankata Hosp IPD ,PaJ2AulAMtN,so Chikankata Hosp IPD ,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN,so Chikankata Hosp IPD ,NONE,
3503,so Chikankata Hosp OPD,GBPaumqvFPb,so Chikankata Hosp OPD,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/GBPaumqvFPb,so Chikankata Hosp OPD,NONE,
3504,so Chikankata Hospital Affiliated Health Centre,HKGbm67lZ1L,Chikankata HAHC,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/HKGbm67lZ1L,so Chikankata Hospital Affiliated Health Centre,POINT,"[28.14,-16.2243]"
3505,so Chikankata IPD Maternity Ward,pCVAW2UL2sA,so Chikankata IPD Maternity Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/pCVAW2UL2sA,so Chikankata IPD Maternity Ward,NONE,
3506,so Chikankata IPD Medical Ward,JMwgFpDL1EG,so Chikankata IPD Medical Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/JMwgFpDL1EG,so Chikankata IPD Medical Ward,NONE,
3507,so Chikankata IPD Peadiatrics,IJ1aFHMmZjI,so Chikankata IPD Peadiatrics,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/IJ1aFHMmZjI,so Chikankata IPD Peadiatrics,NONE,
3508,so Chikankata IPD Surgical Ward,lfqr3oJvFAt,so Chikankata IPD Surgical Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/lfqr3oJvFAt,so Chikankata IPD Surgical Ward,NONE,
3509,so Chikankata Med Female Ward,qdjR2wkRXND,so Chikankata Med Female Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/JMwgFpDL1EG/qdjR2wkRXND,so Chikankata Med Female Ward,NONE,
3510,so Chikankata Med Male Ward,ep0Ln6iRre8,so Chikankata Med Male Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/JMwgFpDL1EG/ep0Ln6iRre8,so Chikankata Med Male Ward,NONE,
3511,so Chikankata Referral Hospital,f1xJ7qGnaGx,Chikankata Ref Hosp,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx,so Chikankata Referral Hospital,POINT,"[28.14,-16.2243]"
3512,so Chikankata Surg Female Ward,pEQFnM0BIrm,so Chikankata Surg Female Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/lfqr3oJvFAt/pEQFnM0BIrm,so Chikankata Surg Female Ward,NONE,
3513,so Chikankata Surg Gyn Ward,j1w4KYvmamI,so Chikankata Surg Gyn Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/lfqr3oJvFAt/j1w4KYvmamI,so Chikankata Surg Gyn Ward,NONE,
3514,so Chikankata Surg Male Ward,rxAlumJuSul,so Chikankata Surg Male Ward,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/f1xJ7qGnaGx/PaJ2AulAMtN/lfqr3oJvFAt/rxAlumJuSul,so Chikankata Surg Male Ward,NONE,
3515,so Chikokomene Rural Health Centre,fKZymAVHWBG,Chikokomene RHC,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/fKZymAVHWBG,so Chikokomene Rural Health Centre,POINT,"[28.4594,-15.8523]"
3516,so Chikombola Rural Health Centre,dQD7jYj69VW,Chikombola RHC,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/dQD7jYj69VW,so Chikombola Rural Health Centre,POINT,"[28.2017,-16.1928]"
3517,so Chikuni Hosp Childrens Ward,Q0ZXkw4xFXW,so Chikuni Hosp Childrens Ward,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb/Q0ZXkw4xFXW,so Chikuni Hosp Childrens Ward,NONE,
3518,so Chikuni Hosp Dental,aolReicFVNa,so Chikuni Hosp Dental,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb/aolReicFVNa,so Chikuni Hosp Dental,NONE,
3519,so Chikuni Hosp IPD,OEK7QpQg7wK,so Chikuni Hosp IPD,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb/OEK7QpQg7wK,so Chikuni Hosp IPD,NONE,
3520,so Chikuni Hosp Maternity ward,HjnUy2aymKn,so Chikuni Hosp Maternity ward,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb/HjnUy2aymKn,so Chikuni Hosp Maternity ward,NONE,
3521,so Chikuni Hosp OPD,UZNX6Suvw3o,so Chikuni Hosp OPD,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb/UZNX6Suvw3o,so Chikuni Hosp OPD,NONE,
3522,so Chikuni OPD Mission Hospital,mI19H7iwtQb,Chikuni OPD Mission Hosp,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/mI19H7iwtQb,so Chikuni OPD Mission Hospital,POINT,"[27.5341,-16.4174]"
3523,so Chilala Rural Health Centre,hwV1VbXkOqK,Chilala RHC,/Ot1P2HjvtvL/oPLMrarKeEY/MwFm7Ir4vzI/hwV1VbXkOqK,so Chilala Rural Health Centre,POINT,"[26.6341,-16.3674]"
3524,so Chilalantambo Health Post,TBzAeiIeDfP,Chilalantambo HP,/Ot1P2HjvtvL/oPLMrarKeEY/XGrRE6z2k1p/TBzAeiIeDfP,so Chilalantambo Health Post,POINT,"[26.89277,-16.33595]"
3525,so Chilileka East Health Post,GLvDFPJKCQJ,Chilileka East Health Post,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/GLvDFPJKCQJ,so Chilileka East Health Post,NONE,
3526,so Chilileka East Health Post,Bo2gEFPfQvZ,Chilileka East Health Post,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/Bo2gEFPfQvZ,so Chilileka East Health Post,NONE,
3527,so Chilundu Health Post,xNqwEUzAzGv,Chilundu HP,/Ot1P2HjvtvL/oPLMrarKeEY/mJa1jLXRrrK/xNqwEUzAzGv,so Chilundu Health Post,NONE,
3528,so Chimonselo Health Post,nSPfhNALOVV,so Chimonselo HP,/Ot1P2HjvtvL/oPLMrarKeEY/v5q6MnxfJHT/nSPfhNALOVV,so Chimonselo Health Post,POINT,"[27.1548,-17.2315]"
3529,so Chipembele Health Post,jdEH6bopHOf,so Chipembele HP,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/jdEH6bopHOf,so Chipembele Health Post,NONE,
3530,so Chipepo Rural Health Centre,AnKkYWpdA4N,Chipepo RHC,/Ot1P2HjvtvL/oPLMrarKeEY/TKOOF8cvLah/AnKkYWpdA4N,so Chipepo Rural Health Centre,POINT,"[27.8507,-16.8003]"
3531,so Chisanga Health Post,Ozn9oiMmXWO,Chasanga HP,/Ot1P2HjvtvL/oPLMrarKeEY/TKOOF8cvLah/Ozn9oiMmXWO,so Chisanga Health Post,POINT,"[27.573733,-16.932109]"
3532,so Chisekesi Rural Health Centre,dOTgz6m9Kpg,Chisekesi RHC,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/dOTgz6m9Kpg,so Chisekesi Rural Health Centre,POINT,"[27.4731,-16.4366]"
3533,so Chitongo Rural Health Centre,Ix9nvgZZF2X,Chitongo RHC,/Ot1P2HjvtvL/oPLMrarKeEY/Xuov31JWDss/Ix9nvgZZF2X,so Chitongo Rural Health Centre,POINT,"[26.9371,-16.0375]"
3534,so Chivuna Rural Health Centre,i5p8i4geyzX,Chivuna RHC,/Ot1P2HjvtvL/oPLMrarKeEY/k3q47RyPfIf/i5p8i4geyzX,so Chivuna Rural Health Centre,POINT,"[27.817,-16.1836]"
3535,so Chiyabi Rural Health Centre,yP5uNj3k8dZ,Chiyabi RHC,/Ot1P2HjvtvL/oPLMrarKeEY/v5q6MnxfJHT/yP5uNj3k8dZ,so Chiyabi Rural Health Centre,POINT,"[27.6569,-16.9738]"
3536,so Chiyumbabeenzu Rural Health Centre,uf3q1wwlL23,Chiyumbabeenzu RHC,/Ot1P2HjvtvL/oPLMrarKeEY/mJa1jLXRrrK/uf3q1wwlL23,so Chiyumbabeenzu Rural Health Centre,NONE,
3537,so Chizilika Health Post,QSBeGv1GzoM,so Chizilika HP,/Ot1P2HjvtvL/oPLMrarKeEY/Q9ewrtYhNOv/QSBeGv1GzoM,so Chizilika Health Post,NONE,
