|---------+-------------+-------------+---------------------------------------------|
| area_id |  dhis2_id   | admin_level |                    name                     |
|ben_4_333| NHm1fIexZF4 |   admin_4   |Kérou (Ar)                                   |
|ben_4_334| DKtvs2OtC9Z |   admin_4   |Kétou (Ar)                                   |
|ben_4_335| HYawo0k5kWP |   admin_4   |Adjan                                        |
|ben_4_336| tVtTIcNYs9h |   admin_4   |Sodohomè                                     |
|ben_4_337| cMPe8LXyiSM |   admin_4   |Adjarra1                                     |
|ben_4_338| cdgCKaxtM1G |   admin_4   |Adjarra2                                     |
|ben_4_339| kCD1L1Uix0R |   admin_4   |Igana                                        |
|ben_4_340| bAOAeJ6fsNq |   admin_4   |Ifangni                                      |
|ben_4_341| oHAr1BRTZfe |   admin_4   |Lagbe                                        |
|ben_4_342| uony1TzqEe4 |   admin_4   |Lahotan                                      |
|ben_4_343| ur06ZsboKj8 |   admin_4   |Idigny                                       |
|ben_4_344| JbAsZRhIrHc |   admin_4   |Kpomasse (Ar)                                |
|ben_4_345| QfkRDpjfcDM |   admin_4   |Houégamey                                    |
|ben_4_346| VyeG6aQN835 |   admin_4   |Zeko                                         |
|ben_4_347| XXRd197rxrq |   admin_4   |Agamè                                        |
|ben_4_348| UFGgI8VUIPQ |   admin_4   |Madecali                                     |
|ben_4_349| LbMvMsPNoI0 |   admin_4   |Aganmalome                                   |
|ben_4_350| R9qaQVPOJdm |   admin_4   |Zaffe                                        |
|ben_4_351| PXXUHmrMXWm |   admin_4   |Madjrè                                       |
|ben_4_352| qKR0LuZN9lD |   admin_4   |Magoumi                                      |
|ben_4_353| MVMpFkukj8N |   admin_4   |Houegbo                                      |
|ben_4_354| oZFad6XEQFm |   admin_4   |Houedomey (ABD)                              |
|ben_4_355| Fn356731bBG |   admin_4   |Agatogbo (Arr)                               |
|ben_4_356| HwqXVLRyYko |   admin_4   |Houedome                                     |
|ben_4_357| yOJiXsNczDp |   admin_4   |Za-Tanta                                     |
|ben_4_358| iYYqwVuNi2C |   admin_4   |Za-Kpota (Ar)                                |
|ben_4_359| UCn5FY46t0U |   admin_4   |Houedo Aguekon                               |
|ben_4_360| dc4cIKOkCci |   admin_4   |Malanhoui                                    |
|ben_4_361| VhnYgVANK8V |   admin_4   |Malanville (Ar)                              |
|ben_4_362| ci6or0Rhep5 |   admin_4   |Sikki                                        |
|ben_4_363| U3LHg4PCrg1 |   admin_4   |Coussi                                       |
|ben_4_364| QphMttTVzju |   admin_4   |Honvie                                       |
|ben_4_365| giey12SEf5H |   admin_4   |Manigri                                      |
