name,id,shortName,path,displayName,featureType,coordinates
"Igalula Dispensary",GKTfR70EGTp,"Igalula Dispensary","/m0frOspS7JY/hAFRrgDK0fy/IGSrsG5I54W/GKTfR70EGTp","Igalula Dispensary",POINT,"[32.709739,-2.904387]"
"Igalula Dispensary",D80ESZUHAEr,"Igalula Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/mOqc3ajETpA/D80ESZUHAEr","Igalula Dispensary",POINT,"[32.6132,-5.64452]"
"Igamba Dispensary",cSATBoSMrZ0,"Igamba Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/cSATBoSMrZ0","Igamba Dispensary",POINT,"[32.922639,-8.991439]"
"Igandu Dispensary",bGLPAPjYlIt,"Igandu Dispensary","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/bGLPAPjYlIt","Igandu Dispensary",POINT,"[36.137459,-6.360067]"
"Igangidung`u Dispensary",zapHgAmoBFU,"Igangidung`u Dispensary","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/zapHgAmoBFU","Igangidung`u Dispensary",POINT,"[35.4064,-7.86967]"
"Iganzo Dispensary",oQtCDLu6qHQ,"Iganzo Dispensary","/m0frOspS7JY/A3b5mw8DJYC/e3ATlebHNrD/oQtCDLu6qHQ","Iganzo Dispensary",POINT,"[33.46228,-8.8935]"
"Igauri Dispensary",EchF6II2UOI,"Igauri Dispensary","/m0frOspS7JY/LGTVRhKSn1V/RHLUbsrsFoE/EchF6II2UOI","Igauri Dispensary",POINT,"[34.7993,-4.69694]"
"Igava Dispensary",zxZ40Ia3B6t,"Igava Dispensary","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/zxZ40Ia3B6t","Igava Dispensary",POINT,"[34.478264,-8.577894]"
"Igawa Dispensary",I8bBw09INPi,"Igawa Dispensary","/m0frOspS7JY/Sj50oz9EHvD/TDqOYlV0O1a/I8bBw09INPi","Igawa Dispensary",POINT,"[36.1311,-8.8231]"
"Igawa Dispensary",Le8fKN0SyK0,"Igawa Dispensary","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/Le8fKN0SyK0","Igawa Dispensary",POINT,"[34.3823,-8.76661]"
"Igawilo   Health Center",IDJsoooz7YQ,"Igawilo   Health Center","/m0frOspS7JY/A3b5mw8DJYC/e3ATlebHNrD/IDJsoooz7YQ","Igawilo   Health Center",POINT,"[33.56938,-8.92339]"
"Igawisenga Dispensary",SEnZkkykcR1,"Igawisenga Dispensary","/m0frOspS7JY/ZYYX8Q9SGoV/KEsG36c8lDx/SEnZkkykcR1","Igawisenga Dispensary",NONE,
"Igayaza Dispensary",ukzWqtvYo5W,"Igayaza Dispensary","/m0frOspS7JY/Crkg9BoUo5w/F8NIzb16wVU/ukzWqtvYo5W","Igayaza Dispensary",POINT,"[31.395,-1.14421]"
"Igegu Dispensary",grAs93qLOPM,"Igegu Dispensary","/m0frOspS7JY/IgTAEKMqKRe/Q16E1rzDnVD/grAs93qLOPM","Igegu Dispensary",POINT,"[33.9613,-2.422808]"
"Igekemaja Dispensary",ugHyesF8aNs,"Igekemaja Dispensary","/m0frOspS7JY/hAFRrgDK0fy/Kug5uWxs0mu/ugHyesF8aNs","Igekemaja Dispensary",POINT,"[33.05013,-2.59888]"
"Igeleke Dispensary",pQZBNkClSEj,"Igeleke Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/pQZBNkClSEj","Igeleke Dispensary",POINT,"[35.7479,-8.31139]"
"Ighombwe Dispensary",oUHc2XrxaZ9,"Ighombwe Dispensary","/m0frOspS7JY/LGTVRhKSn1V/dFCrIa5paz7/oUHc2XrxaZ9","Ighombwe Dispensary",POINT,"[34.34603,-4.9592]"
"Igigwa Dispensary",NNzeptsIzfk,"Igigwa Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/mOqc3ajETpA/NNzeptsIzfk","Igigwa Dispensary",POINT,"[32.79191,-5.38293]"
"Igima Dispensary",VtC0n3l7l5F,"Igima Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/VtC0n3l7l5F","Igima Dispensary",POINT,"[34.742726,-9.194871]"
"Iglansoni Dispensary",coF86iUJYPm,"Iglansoni Dispensary","/m0frOspS7JY/LGTVRhKSn1V/dFCrIa5paz7/coF86iUJYPm","Iglansoni Dispensary",POINT,"[34.485841,-5.338531]"
"Igodivaha Dispensary",Gm7uFwlCB6P,"Igodivaha Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/Gm7uFwlCB6P","Igodivaha Dispensary",POINT,"[34.564871,-9.202117]"
"Igogo Dispensary",C2WYDj1QY6v,"Igogo Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/C2WYDj1QY6v","Igogo Dispensary",POINT,"[33.769723,-4.292982]"
"Igogo Dispensary",fcvAqiiqUuE,"Igogo Dispensary","/m0frOspS7JY/hAFRrgDK0fy/f7UPzYMgzVH/fcvAqiiqUuE","Igogo Dispensary",POINT,"[32.91476,-2.54044]"
"Igogwe Dispensary",Wp6a2bfwm1J,"Igogwe Dispensary","/m0frOspS7JY/hAFRrgDK0fy/et6lWc8GDHy/Wp6a2bfwm1J","Igogwe Dispensary",POINT,"[32.99636,-2.46514]"
"Igogwe Mission  Hospital at District Level",U40uSdY8skt,"Igogwe Mission  Hospital at District Level","/m0frOspS7JY/A3b5mw8DJYC/dPzNEI2Cxqj/U40uSdY8skt","Igogwe Mission  Hospital at District Level",POINT,"[33.522732,-9.152247]"
"Igoji I Dispensary",UvxIEYqJyJ1,"Igoji I Dispensary","/m0frOspS7JY/Cpd5l15XxwA/P5H056daq2I/UvxIEYqJyJ1","Igoji I Dispensary",POINT,"[36.0979,-6.605]"
"Igokelo Dispensary",w0GlIhOQwq8,"Igokelo Dispensary","/m0frOspS7JY/hAFRrgDK0fy/jAI2fd8kK1z/w0GlIhOQwq8","Igokelo Dispensary",POINT,"[33.04992,-2.82012]"
"Igoko Dispensary",mwaNCHT9hDS,"Igoko Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/m2ux1UEElNB/mwaNCHT9hDS","Igoko Dispensary",POINT,"[33.1107,-4.82266]"
"Igola Dispensary",YP37UuUbkzD,"Igola Dispensary","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/YP37UuUbkzD","Igola Dispensary",POINT,"[34.807778,-9.589503]"
"Igolwa Dispensary",sjE6UZZSwyD,"Igolwa Dispensary","/m0frOspS7JY/qarQhOt2OEh/NzvekEmEzUG/sjE6UZZSwyD","Igolwa Dispensary",POINT,"[34.285215,-9.521308]"
"Igolwa Maternity and Nursing Home",qLL5dzQgnGI,"Igolwa Maternity and Nursing Home","/m0frOspS7JY/A3b5mw8DJYC/e3ATlebHNrD/qLL5dzQgnGI","Igolwa Maternity and Nursing Home",POINT,"[33.47528,-8.90988]"
"Igoma Dispensary",SL6VHrJ8XR2,"Igoma Dispensary","/m0frOspS7JY/A3b5mw8DJYC/N5FKtARi6dB/SL6VHrJ8XR2","Igoma Dispensary",POINT,"[33.66892,-8.997398]"
"Igoma Dispensary",tbfcyDIrhos,"Igoma Dispensary","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/tbfcyDIrhos","Igoma Dispensary",NONE,"[34.863756,-9.482906]"
"Igoma Health Center",vSWE03fyxwZ,"Igoma Health Center","/m0frOspS7JY/hAFRrgDK0fy/f7UPzYMgzVH/vSWE03fyxwZ","Igoma Health Center",POINT,"[32.983114,-2.543911]"
"Igomaa Dispensary",zmiXkfO1Q2v,"Igomaa Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/zmiXkfO1Q2v","Igomaa Dispensary",POINT,"[34.9454,-8.22486]"
"Igombavanu Dispensary",s3WKVZfZcsr,"Igombavanu Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/s3WKVZfZcsr","Igombavanu Dispensary",POINT,"[35.1361,-8.24092]"
"Igombe 56 Dispensary",gPxMHIScXiO,"Igombe 56 Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/PEIzWSzWQ7S/gPxMHIScXiO","Igombe 56 Dispensary",POINT,"[32.2416,-4.54404]"
"Igombe 60 Dispensary",R0Ve3TaWzNA,"Igombe 60 Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/PEIzWSzWQ7S/R0Ve3TaWzNA","Igombe 60 Dispensary",POINT,"[32.2657,-4.56353]"
"Igombe Dispensary",FwR4RoxgAfa,"Igombe Dispensary","/m0frOspS7JY/hAFRrgDK0fy/Kug5uWxs0mu/FwR4RoxgAfa","Igombe Dispensary",POINT,"[33.63705,-2.7932]"
"Igombola Dispensary",l8Rz5IoCb8T,"Igombola Dispensary","/m0frOspS7JY/qarQhOt2OEh/GOmwoDIGL98/l8Rz5IoCb8T","Igombola Dispensary",POINT,"[35.276044,-9.291246]"
"Igominyi  Dispensary",sK9p54NlzMC,"Igominyi  Dispensary","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/sK9p54NlzMC","Igominyi  Dispensary",POINT,"[34.882627,-9.452406]"
"Igongolo Dispensary",thxDyj2Hzn9,"Igongolo Dispensary","/m0frOspS7JY/qarQhOt2OEh/GOmwoDIGL98/thxDyj2Hzn9","Igongolo Dispensary",POINT,"[34.908995,-8.964887]"
"Igongwa Dispensary",O0jYtlgZTA7,"Igongwa Dispensary","/m0frOspS7JY/hAFRrgDK0fy/jAI2fd8kK1z/O0jYtlgZTA7","Igongwa Dispensary",POINT,"[32.94291,-2.94176]"
"Igosi Dispensary",bqki08tfBR6,"Igosi Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/bqki08tfBR6","Igosi Dispensary",POINT,"[34.516138,-9.300512]"
"Igosi Health Labs",CSCe512iCNu,"Igosi Health Labs","/m0frOspS7JY/A3b5mw8DJYC/dWfRpHKykpk/CSCe512iCNu","Igosi Health Labs",POINT,"[33.86587,-9.601981]"
"Igota Dispensary",quLGeyklv8D,"Igota Dispensary","/m0frOspS7JY/Sj50oz9EHvD/Le7ysFRJrMk/quLGeyklv8D","Igota Dispensary",POINT,"[36.67768,-8.40999]"
"Igoweko Dispensary",G1boMn6X1T8,"Igoweko Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/G1boMn6X1T8","Igoweko Dispensary",POINT,"[33.6055,-4.747721]"
"Igowole Dispensary",ZS3jKnNmjHy,"Igowole Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/ZS3jKnNmjHy","Igowole Dispensary",POINT,"[35.1547,-8.58902]"
"Iguguno Dispensary",FSiaybkSADQ,"Iguguno Dispensary","/m0frOspS7JY/LGTVRhKSn1V/Qyg5jjxGeQD/FSiaybkSADQ","Iguguno Dispensary",POINT,"[34.6333,-4.56667]"
"Iguguno R.C Dispensary",t1PCzSQZaBl,"Iguguno R.C Dispensary","/m0frOspS7JY/LGTVRhKSn1V/Qyg5jjxGeQD/t1PCzSQZaBl","Iguguno R.C Dispensary",POINT,"[34.6333,-4.56667]"
"Igula Dispensary",Og0BLimuirT,"Igula Dispensary","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/Og0BLimuirT","Igula Dispensary",POINT,"[35.87829,-7.42762]"
"Iguluba Dispensary",wjitNoF7806,"Iguluba Dispensary","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/wjitNoF7806","Iguluba Dispensary",POINT,"[35.914809,-7.39652]"
"Igulumuki Dispensary",WZvL7YkdQcT,"Igulumuki Dispensary","/m0frOspS7JY/hAFRrgDK0fy/IGSrsG5I54W/WZvL7YkdQcT","Igulumuki Dispensary",POINT,"[32.551719,-2.660354]"
"Igumbilo Dispensary",r8pff6qHNid,"Igumbilo Dispensary","/m0frOspS7JY/qarQhOt2OEh/NzvekEmEzUG/r8pff6qHNid","Igumbilo Dispensary",POINT,"[34.35379,-9.61751]"
"Igumbilo Dispensary",PaSl1yibmgt,"Igumbilo Dispensary","/m0frOspS7JY/sWOWPBvwNY2/vo788oc0NEn/PaSl1yibmgt","Igumbilo Dispensary",POINT,"[35.741423,-7.785855]"
"Igumo Dispensary",AsmS8X5VWVT,"Igumo Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/AsmS8X5VWVT","Igumo Dispensary",POINT,"[33.462839,-4.576971]"
"Igunda Dispensary",pO45ayxK4Se,"Igunda Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/pO45ayxK4Se","Igunda Dispensary",NONE,"[33.030927, -9.021314]"
"Igunda Dispensary",aLGCfOzXKEC,"Igunda Dispensary","/m0frOspS7JY/EO3Ps3ny0Nr/WgQHWeMx6Zl/aLGCfOzXKEC","Igunda Dispensary",POINT,"[32.402855,-3.977238]"
"Igundu Dispensary",OK3erj9KVmK,"Igundu Dispensary","/m0frOspS7JY/A3b5mw8DJYC/L9scGbK6d61/OK3erj9KVmK","Igundu Dispensary",POINT,"[33.539639,-8.505402]"
"Igundu Dispensary",mqIH6jGRNx6,"Igundu Dispensary","/m0frOspS7JY/vYT08q7Wo33/ouZ5YpZ4T3a/mqIH6jGRNx6","Igundu Dispensary",POINT,"[33.3592,-2.07092]"
"Igunga  District Hospital",rfFkA9hjl9e,"Igunga  District Hospital","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/rfFkA9hjl9e","Igunga  District Hospital",POINT,"[33.871895,-4.287894]"
"Igunga CHF Dispensary",ZHlLvUSqHnM,"Igunga CHF Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/ZHlLvUSqHnM","Igunga CHF Dispensary",POINT,"[33.885436,-4.283803]"
"Igunga Dispensary",KOT1c9yvtWe,"Igunga Dispensary","/m0frOspS7JY/Cpd5l15XxwA/Fez1Dp8bXSk/KOT1c9yvtWe","Igunga Dispensary",POINT,"[36.02897,-5.04619]"
"Igunga District Council",fogigwn9cW7,"Igunga District Council","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7","Igunga District Council",POLYGON,"[[[[33.6112,-3.8804],[33.6113,-3.8806],[33.6153,-3.8827],[33.6154,-3.8832],[33.6178,-3.8797],[33.6367,-3.8838],[33.6535,-3.8925],[33.6584,-3.9029],[33.6489,-3.9202],[33.6559,-3.9275],[33.679,-3.9376],[33.7152,-3.94],[33.7241,-3.9434],[33.7358,-3.9402],[33.755,-3.9275],[33.7659,-3.9357],[33.786,-3.9383],[33.7973,-3.9515],[33.8084,-3.9479],[33.8175,-3.9517],[33.8306,-3.952],[33.8386,-3.9559],[33.8512,-3.9498],[33.8663,-3.9507],[33.8772,-3.9571],[33.8928,-3.9559],[33.8961,-3.9613],[33.9075,-3.9586],[33.9214,-3.9609],[33.925,-3.9584],[33.9332,-3.9661],[33.9363,-3.9744],[33.9444,-3.9757],[33.951,-3.9972],[33.9675,-4.0069],[33.9863,-4.0208],[34.0149,-4.0255],[34.0252,-4.0326],[34.0429,-4.0388],[34.0626,-4.0314],[34.0725,-4.0312],[34.0847,-4.024],[34.0912,-4.0244],[34.1078,-4.0395],[34.113,-4.0407],[34.1238,-4.0534],[34.1324,-4.0523],[34.1386,-4.0582],[34.1737,-4.0771],[34.1727,-4.0812],[34.1472,-4.0871],[34.1374,-4.095],[34.1188,-4.119],[34.1047,-4.1469],[34.1012,-4.1684],[34.102,-4.1785],[34.0975,-4.2091],[34.0955,-4.2427],[34.0892,-4.273],[34.0834,-4.2871],[34.0807,-4.2997],[34.0792,-4.3271],[34.0766,-4.3407],[34.0641,-4.3616],[34.0616,-4.3738],[34.0549,-4.3918],[34.0416,-4.4089],[34.0164,-4.4288],[34.0009,-4.432],[33.9964,-4.4368],[33.978,-4.4487],[33.9654,-4.4655],[33.948,-4.4966],[33.9403,-4.5118],[33.939,-4.5339],[33.9351,-4.5488],[33.9354,-4.5589],[33.931,-4.5665],[33.9319,-4.5761],[33.9155,-4.598],[33.9135,-4.6092],[33.9145,-4.6197],[33.9207,-4.6363],[33.9196,-4.6535],[33.9207,-4.6676],[33.9234,-4.6758],[33.9227,-4.7102],[33.9304,-4.7207],[33.9305,-4.7208],[33.9314,-4.7286],[33.934,-4.7376],[33.9378,-4.7489],[33.9301,-4.7622],[33.9307,-4.7692],[33.9295,-4.7794],[33.9312,-4.7957],[33.9288,-4.8102],[33.8564,-4.8091],[33.8477,-4.8057],[33.83,-4.8057],[33.8047,-4.8084],[33.7896,-4.8069],[33.7726,-4.7959],[33.7624,-4.7914],[33.7522,-4.7925],[33.7409,-4.8035],[33.7326,-4.8047],[33.7243,-4.8013],[33.7144,-4.8009],[33.6993,-4.8093],[33.7006,-4.8155],[33.6877,-4.8237],[33.6699,-4.8286],[33.6631,-4.8366],[33.6552,-4.8328],[33.6458,-4.8377],[33.6401,-4.837],[33.6261,-4.8419],[33.611,-4.8351],[33.5997,-4.8351],[33.5842,-4.8398],[33.5695,-4.8378],[33.5567,-4.8336],[33.5427,-4.8317],[33.5111,-4.8334],[33.4998,-4.8402],[33.4819,-4.8381],[33.4716,-4.8302],[33.4321,-4.8466],[33.4121,-4.853],[33.3974,-4.8621],[33.3879,-4.8656],[33.38,-4.8773],[33.3552,-4.88],[33.3616,-4.8636],[33.3705,-4.8457],[33.3788,-4.8213],[33.3815,-4.8008],[33.3872,-4.7835],[33.3934,-4.7714],[33.3993,-4.7553],[33.4131,-4.7518],[33.4165,-4.7453],[33.4162,-4.7195],[33.4171,-4.6891],[33.411,-4.6667],[33.4057,-4.6573],[33.4008,-4.6408],[33.398,-4.597],[33.3969,-4.5602],[33.399,-4.5521],[33.3907,-4.5175],[33.3876,-4.4939],[33.3794,-4.482],[33.3655,-4.466],[33.3607,-4.4525],[33.3544,-4.4482],[33.3487,-4.4353],[33.3499,-4.4279],[33.3717,-4.3711],[33.3739,-4.3636],[33.3727,-4.3414],[33.3652,-4.3252],[33.3645,-4.3187],[33.3641,-4.3129],[33.3641,-4.3104],[33.3641,-4.3051],[33.3641,-4.3051],[33.3649,-4.3032],[33.3658,-4.3007],[33.3669,-4.2956],[33.3661,-4.2888],[33.3588,-4.2659],[33.3558,-4.2528],[33.3571,-4.2396],[33.3563,-4.218],[33.3578,-4.2085],[33.3566,-4.1825],[33.3566,-4.1825],[33.3571,-4.1787],[33.357,-4.1772],[33.3572,-4.1533],[33.3636,-4.138],[33.3547,-4.1076],[33.3477,-4.0923],[33.3457,-4.0807],[33.3469,-4.0507],[33.3458,-4.0409],[33.3473,-4.0277],[33.3465,-4.008],[33.3489,-3.9957],[33.3509,-3.9711],[33.3462,-3.9609],[33.3442,-3.9392],[33.3461,-3.9213],[33.3433,-3.901],[33.354,-3.8932],[33.3597,-3.8973],[33.3706,-3.8906],[33.3815,-3.8904],[33.3868,-3.8937],[33.3969,-3.8869],[33.4055,-3.8898],[33.4128,-3.887],[33.4196,-3.8975],[33.4314,-3.9022],[33.4315,-3.9023],[33.4385,-3.9097],[33.4517,-3.9092],[33.4614,-3.9008],[33.4737,-3.9027],[33.474,-3.9028],[33.4948,-3.9082],[33.5035,-3.9049],[33.5181,-3.9057],[33.526,-3.8968],[33.5315,-3.8943],[33.5421,-3.8961],[33.5562,-3.89],[33.5602,-3.8829],[33.5776,-3.8854],[33.5823,-3.8805],[33.6001,-3.8767],[33.6112,-3.8804]]]]"
"Igunguli Dispensary",MdGou80oObE,"Igunguli Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/K8HUKJUZ7aj/MdGou80oObE","Igunguli Dispensary",POINT,"[32.076,-4.81306]"
"Igunya Dispensary",EDrF11dEALF,"Igunya Dispensary","/m0frOspS7JY/IgTAEKMqKRe/mbXn83McbCh/EDrF11dEALF","Igunya Dispensary",NONE,"[33.55495,-2.89007]"
"Igurubi Health Center",yiabxJKayHy,"Igurubi Health Center","/m0frOspS7JY/kZ6RlMnt2bp/fogigwn9cW7/yiabxJKayHy","Igurubi Health Center",POINT,"[33.7074,-3.99529]"
"Igurusi Health Center",gB5MQ0tlCXO,"Igurusi Health Center","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/gB5MQ0tlCXO","Igurusi Health Center",POINT,"[33.8518,-8.82448]"
"Igusule Dispensary",c7C3iV6Eeti,"Igusule Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/WAwWjYYzdkS/c7C3iV6Eeti","Igusule Dispensary",POINT,"[32.8572,-3.94915]"
"Igwachanya Dispensary",fv1wtmiIF87,"Igwachanya Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/fv1wtmiIF87","Igwachanya Dispensary",POINT,"[34.645465,-9.062119]"
"Igwamadete Dispensary",ljbOyO6abXG,"Igwamadete Dispensary","/m0frOspS7JY/LGTVRhKSn1V/uHp3aLKA6Tn/ljbOyO6abXG","Igwamadete Dispensary",POINT,"[35.1142,-6.40926]"
"Igwamanoni Dispensary",wTj4Rh2X4Tl,"Igwamanoni Dispensary","/m0frOspS7JY/EO3Ps3ny0Nr/WgQHWeMx6Zl/wTj4Rh2X4Tl","Igwamanoni Dispensary",POINT,"[32.2798,-3.81917]"
"Igwisi Dispensary",Z8Nbkim7i5u,"Igwisi Dispensary","/m0frOspS7JY/kZ6RlMnt2bp/PEIzWSzWQ7S/Z8Nbkim7i5u","Igwisi Dispensary",POINT,"[31.900047,-4.918523]"
"Ihahi Dispensary",VCRYPQjCghp,"Ihahi Dispensary","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/VCRYPQjCghp","Ihahi Dispensary",POINT,"[34.083233,-8.790693]"
"Ihahi Mission Dispensary",mX8jTsvFZsV,"Ihahi Mission Dispensary","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/mX8jTsvFZsV","Ihahi Mission Dispensary",POINT,"[34.08233,-8.78529]"
"Ihalimba Dispensary",k2hn4nxX2pL,"Ihalimba Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/k2hn4nxX2pL","Ihalimba Dispensary",NONE,
"Ihalo Dispensary",mbJbL1D7Egt,"Ihalo Dispensary","/m0frOspS7JY/EO3Ps3ny0Nr/FylvwNXCTAQ/mbJbL1D7Egt","Ihalo Dispensary",POINT,"[33.022287,-3.735911]"
"Ihalula    Dispensary",YskzJwpFcFS,"Ihalula    Dispensary","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/YskzJwpFcFS","Ihalula    Dispensary",NONE,"[34.692027,-9.462927]"
"Ihanda Dispensary",ppj4pTND4eG,"Ihanda Dispensary","/m0frOspS7JY/Cpd5l15XxwA/DTc1rxSmlde/ppj4pTND4eG","Ihanda Dispensary",POINT,"[36.42748,-6.14592]"
"Ihanda Dispensary",AfsZ9GmsrTl,"Ihanda Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/AfsZ9GmsrTl","Ihanda Dispensary",POINT,"[32.873332,-9.17193]"
"Ihanga   Health Center",kIxlt6xGcWe,"Ihanga   Health Center","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/kIxlt6xGcWe","Ihanga   Health Center",NONE,
"Ihanga Dispensary",XksR5NDEhtR,"Ihanga Dispensary","/m0frOspS7JY/MAL4cfZoFhJ/IZAkMaffRh8/XksR5NDEhtR","Ihanga Dispensary",POINT,"[31.639281,-2.954371]"
"Ihanga Health Center",yttOreNGw3N,"Ihanga Health Center","/m0frOspS7JY/qarQhOt2OEh/QUTWca9YxNb/yttOreNGw3N","Ihanga Health Center",POINT,"[35.14898,-9.43151]"
"Ihanja Dispensary",fhqHxG6wLsf,"Ihanja Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/fhqHxG6wLsf","Ihanja Dispensary",POINT,"[34.659443,-9.091102]"
"Ihanja Health Center",dcnuxz3897O,"Ihanja Health Center","/m0frOspS7JY/LGTVRhKSn1V/dFCrIa5paz7/dcnuxz3897O","Ihanja Health Center",POINT,"[34.67889,-5.04446]"
"Ihanzuntwa Dispensary",ETJqF6oQdTD,"Ihanzuntwa Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/ETJqF6oQdTD","Ihanzuntwa Dispensary",POINT,"[34.99905,-8.17373]"
"Ihapula Dispensary",pr2UgzNP5O7,"Ihapula Dispensary","/m0frOspS7JY/EO3Ps3ny0Nr/WgQHWeMx6Zl/pr2UgzNP5O7","Ihapula Dispensary",POINT,"[32.248307,-3.88784]"
"Ihawaga  Dispensary",TEQPIJdpmYh,"Ihawaga  Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/TEQPIJdpmYh","Ihawaga  Dispensary",POINT,"[34.9765,-8.80649]"
"Ihayabuyaga Dispensary",VnyYR7lwSc3,"Ihayabuyaga Dispensary","/m0frOspS7JY/hAFRrgDK0fy/Kug5uWxs0mu/VnyYR7lwSc3","Ihayabuyaga Dispensary",POINT,"[33.11741,-2.54702]"
"Ihega Dispensary",mrmyPcFZPG5,"Ihega Dispensary","/m0frOspS7JY/MAL4cfZoFhJ/saOGTLvMX4F/mrmyPcFZPG5","Ihega Dispensary",POINT,"[32.32518,-3.21015]"
"Ihela Dispensary",vxCMz3NQYxN,"Ihela Dispensary","/m0frOspS7JY/qarQhOt2OEh/NzvekEmEzUG/vxCMz3NQYxN","Ihela Dispensary",NONE,
"Ihelele Dispensary",o6OMyFHj5Lb,"Ihelele Dispensary","/m0frOspS7JY/hAFRrgDK0fy/jAI2fd8kK1z/o6OMyFHj5Lb","Ihelele Dispensary",POINT,"[32.778146,-3.033532]"
"Ihembe Dispensary",p6j69HlphSx,"Ihembe Dispensary","/m0frOspS7JY/Crkg9BoUo5w/YFPElmUhUok/p6j69HlphSx","Ihembe Dispensary",POINT,"[31.1329,-1.73013]"
"Ihembe II Dispensary",AdB5C0QiUwX,"Ihembe II Dispensary","/m0frOspS7JY/Crkg9BoUo5w/YFPElmUhUok/AdB5C0QiUwX","Ihembe II Dispensary",POINT,"[31.1614,-1.7123]"
"Ihemi Dispensary",OtLPVCbKLKG,"Ihemi Dispensary","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/OtLPVCbKLKG","Ihemi Dispensary",POINT,"[35.49462,-8.01552]"
"Ihimbo Dispensary",SyBN6jkJALt,"Ihimbo Dispensary","/m0frOspS7JY/sWOWPBvwNY2/ppnbxB0TxjG/SyBN6jkJALt","Ihimbo Dispensary",POINT,"[35.8653,-8.46018]"
"Ihimbo Dispensary",XihijXyWE7p,"Ihimbo Dispensary","/m0frOspS7JY/sWOWPBvwNY2/xBWOfftpkLT/XihijXyWE7p","Ihimbo Dispensary",POINT,"[35.81413,-7.91394]"
"Ihomasa Dispensary",NJe2fWKSfXL,"Ihomasa Dispensary","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/NJe2fWKSfXL","Ihomasa Dispensary",POINT,"[35.16208,-8.10825]"
"Ihombwe Dispensary",XdG2F6dXDSw,"Ihombwe Dispensary","/m0frOspS7JY/Sj50oz9EHvD/GbVBjR8A7aK/XdG2F6dXDSw","Ihombwe Dispensary",POINT,"[36.92231,-7.28537]"
"Ihongole Health Labs",EPI1PhDUDXm,"Ihongole Health Labs","/m0frOspS7JY/sWOWPBvwNY2/chzBato6xed/EPI1PhDUDXm","Ihongole Health Labs",POINT,"[35.27839,-8.27829]"
"Ihowa Dispensary",adaI60Wd5N8,"Ihowa Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/adaI60Wd5N8","Ihowa Dispensary",POINT,"[33.105308,-9.036842]"
