name,id,shortName,path,displayName,featureType,coordinates
"Mkurumusi Dispensary",BpbVyiQzpWt,"Mkurumusi Dispensary","/m0frOspS7JY/ZYYX8Q9SGoV/WB7EAwS3F8N/BpbVyiQzpWt","Mkurumusi Dispensary",POINT,"[35.05829,-10.70487]"
"Mkusi Dispensary",PQ02nAi2LJx,"Mkusi Dispensary","/m0frOspS7JY/vAtZ8a924Lx/cb9rqgLXFeh/PQ02nAi2LJx","Mkusi Dispensary",POINT,"[31.08751,-8.32715]"
"Mkutani Dispensary",w0pJAZc9WJl,"Mkutani Dispensary","/m0frOspS7JY/Cpd5l15XxwA/DTc1rxSmlde/w0pJAZc9WJl","Mkutani Dispensary",POINT,"[36.30759,-5.92336]"
"Mkutano ",haGONcTrw0n,"Mkutano ","/m0frOspS7JY/VMgrQWSVIYn/ZszYGa2Vnyc/haGONcTrw0n","Mkutano ",POINT,"[38.06251,-9.41444]"
"Mkutano Dispensary",Y8DqKjvzABh,"Mkutano Dispensary","/m0frOspS7JY/Rg0jCRi9297/d07Wtk7brGz/Y8DqKjvzABh","Mkutano Dispensary",POINT,"[32.169916,-8.706625]"
"Mkuti Dispensary",ysnrhPz6oBs,"Mkuti Dispensary","/m0frOspS7JY/bN5q5k5DgLA/tLzrq5IZ23W/ysnrhPz6oBs","Mkuti Dispensary",POINT,"[38.8174,-10.7208]"
"Mkutimango Dispensary",zyDWunuVgzF,"Mkutimango Dispensary","/m0frOspS7JY/bN5q5k5DgLA/xOJxkz079Ek/zyDWunuVgzF","Mkutimango Dispensary",POINT,"[39.840513,-10.490075]"
"Mkuu Dispensary",BiZUtB3bowz,"Mkuu Dispensary","/m0frOspS7JY/lnOyHhoLzre/OHu1VHzyA0x/BiZUtB3bowz","Mkuu Dispensary",POINT,"[37.627673,-3.681593]"
"Mkuu RC Dispensary",I9S8e9emJNT,"Mkuu RC Dispensary","/m0frOspS7JY/lnOyHhoLzre/Hob4dzCAW2W/I9S8e9emJNT","Mkuu RC Dispensary",POINT,"[37.60197,-3.2009]"
"Mkuyu Dispensary",vNpUM5TEadO,"Mkuyu Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/mKI72g04l0D/vNpUM5TEadO","Mkuyu Dispensary",POINT,"[37.8552,-5.41008]"
"Mkuyuni Health Center",Ge6XPx8I9KO,"Mkuyuni Health Center","/m0frOspS7JY/Sj50oz9EHvD/G2obPNftMUt/Ge6XPx8I9KO","Mkuyuni Health Center",POINT,"[37.81077,-6.95078]"
"Mkuzi Health Center",kBtSIivYVr8,"Mkuzi Health Center","/m0frOspS7JY/vU0Qt1A5IDz/H2LvCkw2bCO/kBtSIivYVr8","Mkuzi Health Center",NONE,"[38.8287,-5.24093]"
"Mkwaja Dispensary",d3vn9YBK4Hw,"Mkwaja Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/rQS2cX4JH88/d3vn9YBK4Hw","Mkwaja Dispensary",POINT,"[38.85254,-5.78684]"
"Mkwajuni Dispensary",kj29baTH5EY,"Mkwajuni Disp","/m0frOspS7JY/bN5q5k5DgLA/xOJxkz079Ek/kj29baTH5EY","Mkwajuni Dispensary",POINT,"[40.016983,-10.348507]"
"Mkwangulwa Dispensary",e95PLGYzg9O,"Mkwangulwa Dispensary","/m0frOspS7JY/EO3Ps3ny0Nr/WgQHWeMx6Zl/e95PLGYzg9O","Mkwangulwa Dispensary",POINT,"[32.28795,-4.23903]"
"Mkwawa Health Center",udCo53URwq3,"Mkwawa Health Center","/m0frOspS7JY/sWOWPBvwNY2/vo788oc0NEn/udCo53URwq3","Mkwawa Health Center",POINT,"[35.689431,-7.757651]"
"Mkwaya Dispensary",EFyO8uokRcf,"Mkwaya Dispensary","/m0frOspS7JY/ZYYX8Q9SGoV/lUB72k7eAQ3/EFyO8uokRcf","Mkwaya Dispensary",POINT,"[35.08647,-10.94392]"
"Mkwedu Dispensary",kIqc6E4dhSn,"Mkwedu Dispensary","/m0frOspS7JY/bN5q5k5DgLA/gOcZSwBmijY/kIqc6E4dhSn","Mkwedu Dispensary",POINT,"[39.50719,-10.67215]"
"Mkwedu Dispensary",KLbYLtgWqa5,"Mkwedu Dispensary","/m0frOspS7JY/bN5q5k5DgLA/IYqT1Xik8Bj/KLbYLtgWqa5","Mkwedu Dispensary",POINT,"[39.35012,-10.85622]"
"Mkwedu Health Center",bTE42t5tYl3,"Mkwedu Health Center","/m0frOspS7JY/bN5q5k5DgLA/IYqT1Xik8Bj/bTE42t5tYl3","Mkwedu Health Center",POINT,"[39.337516,-10.953478]"
"Mkwese Dispensary",EMN0tRPxTRX,"Mkwese Dispensary","/m0frOspS7JY/LGTVRhKSn1V/uHp3aLKA6Tn/EMN0tRPxTRX","Mkwese Dispensary",POINT,"[34.8079,-5.63984]"
"Mkwiti Dispensary",Lz4QKfA30lv,"Mkwiti Dispensary","/m0frOspS7JY/bN5q5k5DgLA/gOcZSwBmijY/Lz4QKfA30lv","Mkwiti Dispensary",POINT,"[39.38062,-10.39771]"
"Mkyeku Dispensary",RbNlpM4UViu,"Mkyeku Dispensary","/m0frOspS7JY/vAtZ8a924Lx/cZMveFzVrXh/RbNlpM4UViu","Mkyeku Dispensary",POINT,"[31.6127,-7.9644]"
"Mlalakuwa Dispensary",A0QF6NsEXRx,"Mlalakuwa Dispensary","/m0frOspS7JY/acZHYslyJLt/ts6eEeUjcfO/A0QF6NsEXRx","Mlalakuwa Dispensary",POINT,"[39.22292,-6.76655]"
"Mlalakuwa JKT Dispensary",RZcmwRqRHIW,"Mlalakuwa JKT Dispensary","/m0frOspS7JY/acZHYslyJLt/ts6eEeUjcfO/RZcmwRqRHIW","Mlalakuwa JKT Dispensary",POINT,"[39.238579,-6.7456]"
"Mlale Dispensary",PD5jnbxMsXw,"Mlale Dispensary","/m0frOspS7JY/Rg0jCRi9297/wsCWwNbLJNY/PD5jnbxMsXw","Mlale Dispensary",POINT,"[33.144095,-9.344737]"
"Mlali Health Center",gJKPNOKWcNS,"Mlali Health Center","/m0frOspS7JY/Cpd5l15XxwA/DTc1rxSmlde/gJKPNOKWcNS","Mlali Health Center",POINT,"[36.750604,-6.299994]"
"Mlali Health Center",Sv0iVO5ngsP,"Mlali Health Center","/m0frOspS7JY/Sj50oz9EHvD/BVBmQDCexxG/Sv0iVO5ngsP","Mlali Health Center",POINT,"[37.538226,-6.956167]"
"Mlali Mission Dispensary",m2jpyGrkjEe,"Mlali Mission Dispensary","/m0frOspS7JY/Sj50oz9EHvD/BVBmQDCexxG/m2jpyGrkjEe","Mlali Mission Dispensary",POINT,"[37.54559,-6.96459]"
"Mlali RC Dispensary",uqoKlyC4YtS,"Mlali RC Dispensary","/m0frOspS7JY/Cpd5l15XxwA/DTc1rxSmlde/uqoKlyC4YtS","Mlali RC Dispensary",POINT,"[36.757281,-6.30621]"
"Mlalo Dispensary",fRhdlXZFiP1,"Mlalo Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/QBC1po2JaJW/fRhdlXZFiP1","Mlalo Dispensary",POINT,"[38.431768,-5.057591]"
"Mlalo Health Center",ZkJTGzPFfxZ,"Mlalo Health Center","/m0frOspS7JY/vU0Qt1A5IDz/ilY7TEjviqa/ZkJTGzPFfxZ","Mlalo Health Center",POINT,"[38.34797,-4.58165]"
"Mlambo Dispensary",H9GW5BIeMgP,"Mlambo Dispensary","/m0frOspS7JY/vAtZ8a924Lx/iEIdCVxSJct/H9GW5BIeMgP","Mlambo Dispensary",NONE,
"Mlamleni Dispensary",XrbnbdKqG2y,"Mlamleni Dispensary","/m0frOspS7JY/yyW17iCz9As/Srvx9L1LGZM/XrbnbdKqG2y","Mlamleni Dispensary",POINT,"[39.24813,-6.98504]"
"Mlanda Dispensary",Rd8aRZIAsEm,"Mlanda Dispensary","/m0frOspS7JY/vAtZ8a924Lx/cZMveFzVrXh/Rd8aRZIAsEm","Mlanda Dispensary",POINT,"[31.59555,-8.053819]"
"Mlandala Dispensary",Tl90fnJRSCS,"Mlandala Dispensary","/m0frOspS7JY/LGTVRhKSn1V/tNFOa31xGhu/Tl90fnJRSCS","Mlandala Dispensary",POINT,"[34.12656,-4.70774]"
"Mlandege Dispensary",eIpUedVRtv7,"Mlandege Dispensary","/m0frOspS7JY/sWOWPBvwNY2/vo788oc0NEn/eIpUedVRtv7","Mlandege Dispensary",POINT,"[35.68127,-7.7829]"
"Mlandizi Health Center",RpcEaFXjUFJ,"Mlandizi Health Center","/m0frOspS7JY/yyW17iCz9As/N8oGVhuoUcK/RpcEaFXjUFJ","Mlandizi Health Center",POINT,"[38.7429,-6.71394]"
"Mlangali  Level IA2 (Dispensary Laboratory)",pv56UU38GWM,"Mlangali  Level IA2 (Dispensary Laboratory)","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/pv56UU38GWM","Mlangali  Level IA2 (Dispensary Laboratory)",NONE,
"Mlangali Dispensary",UN5nlYz6SXp,"Mlangali Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/UN5nlYz6SXp","Mlangali Dispensary",POINT,"[33.058144,-9.094798]"
"Mlangali Health Center",POUkxMPzDKU,"Mlangali Health Center","/m0frOspS7JY/qarQhOt2OEh/aa5sxEFiAwN/POUkxMPzDKU","Mlangali Health Center",POINT,"[34.51833,-9.77687]"
"Mlangarini Dispensary",ytUQfeStggo,"Mlangarini Dispensary","/m0frOspS7JY/YtVMnut7Foe/zHa2ohFrpPM/ytUQfeStggo","Mlangarini Dispensary",POINT,"[36.78874,-3.44595]"
"Mlange Dispensary",CCPn9fSmnKa,"Mlange Dispensary","/m0frOspS7JY/MAL4cfZoFhJ/RCDM6DotMZw/CCPn9fSmnKa","Mlange Dispensary",POINT,"[32.25471,-3.46912]"
"Mlanje Dispensary",vnhWelomdfE,"Mlanje Dispensary","/m0frOspS7JY/Cpd5l15XxwA/DTc1rxSmlde/vnhWelomdfE","Mlanje Dispensary",POINT,"[36.46251,-5.78158]"
"Mlanzi Dispensary",jc1BoHobrCR,"Mlanzi Dispensary","/m0frOspS7JY/yyW17iCz9As/Tp2jluoQwvA/jc1BoHobrCR","Mlanzi Dispensary",POINT,"[39.1086,-7.69402]"
"Mlebe Dispensary",gW5idznn4Bm,"Mlebe Dispensary","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/gW5idznn4Bm","Mlebe Dispensary",POINT,"[36.068599,-6.225363]"
"Mlela Dispensary",KGyr4m2NDgX,"Mlela Dispensary","/m0frOspS7JY/RD96nI1JXVV/dt0Q0NhyPty/KGyr4m2NDgX","Mlela Dispensary",POINT,"[29.85859,-4.91807]"
"Mlele District Council",cjlkhW8VMDO,"Mlele District Council","/m0frOspS7JY/DWSo42hunXH/cjlkhW8VMDO","Mlele District Council",POLYGON,"[[[[31.897,-5.7429],[31.9111,-5.7372],[31.9193,-5.7493],[31.9287,-5.7504],[31.9382,-5.7483],[31.96,-5.7517],[31.9685,-5.7433],[31.9783,-5.7546],[31.9956,-5.7584],[32.0031,-5.7565],[32.0082,-5.7635],[32.025,-5.7626],[32.0299,-5.7766],[32.0323,-5.7839],[32.0279,-5.7914],[32.0412,-5.8107],[32.0439,-5.8227],[32.0532,-5.8309],[32.0627,-5.8283],[32.0761,-5.8382],[32.0846,-5.852],[32.0888,-5.8684],[32.085,-5.8744],[32.087,-5.8809],[32.0827,-5.8945],[32.0849,-5.9001],[32.0855,-5.9224],[32.0931,-5.9282],[32.0948,-5.9419],[32.105,-5.9545],[32.1119,-5.9544],[32.1103,-5.9635],[32.1135,-5.9765],[32.1201,-5.981],[32.1189,-5.9965],[32.1262,-5.9997],[32.1323,-6.0064],[32.1338,-6.0259],[32.1465,-6.0267],[32.1453,-6.0344],[32.1521,-6.0483],[32.1547,-6.0586],[32.1692,-6.0666],[32.1624,-6.0804],[32.1707,-6.0837],[32.1662,-6.1037],[32.1795,-6.1082],[32.1866,-6.1256],[32.1807,-6.1347],[32.1795,-6.1442],[32.1901,-6.1568],[32.2002,-6.1636],[32.2055,-6.1846],[32.2217,-6.1958],[32.2341,-6.1946],[32.2453,-6.2032],[32.2453,-6.2102],[32.2589,-6.2194],[32.2659,-6.2161],[32.2878,-6.2384],[32.2952,-6.2412],[32.3017,-6.2379],[32.3043,-6.2294],[32.3146,-6.2304],[32.3151,-6.2348],[32.3279,-6.2325],[32.3341,-6.2266],[32.3417,-6.2314],[32.3477,-6.23],[32.3565,-6.2335],[32.3628,-6.2458],[32.3702,-6.246],[32.3979,-6.2587],[32.403,-6.2623],[32.4078,-6.2756],[32.437,-6.2953],[32.4418,-6.3023],[32.4531,-6.3058],[32.4627,-6.3036],[32.4767,-6.3092],[32.4787,-6.3042],[32.4934,-6.3059],[32.5014,-6.3038],[32.5093,-6.3138],[32.5296,-6.3134],[32.5344,-6.3107],[32.55,-6.3121],[32.552,-6.3174],[32.5612,-6.3154],[32.5686,-6.3223],[32.5744,-6.3218],[32.5816,-6.3311],[32.5927,-6.3359],[32.6028,-6.3314],[32.615,-6.3315],[32.6178,-6.3278],[32.6294,-6.3299],[32.6337,-6.3275],[32.6575,-6.343],[32.6638,-6.3611],[32.6769,-6.3643],[32.6859,-6.3751],[32.6911,-6.3853],[32.7009,-6.3916],[32.7059,-6.3896],[32.7191,-6.3923],[32.7236,-6.39],[32.7535,-6.407],[32.7535,-6.4997],[32.756,-6.5179],[32.756,-6.5693],[32.7588,-6.6159],[32.7564,-6.6572],[32.7543,-6.6632],[32.7568,-6.713],[32.7547,-6.7393],[32.7467,-6.7584],[32.7462,-6.7806],[32.7467,-6.8442],[32.746,-6.9536],[32.7469,-6.972],[32.7367,-6.9761],[32.709,-6.9749],[32.6671,-6.9772],[32.6355,-6.9758],[32.622,-6.9735],[32.6101,-6.9739],[32.5922,-6.9831],[32.5867,-6.9895],[32.5785,-7.016],[32.5755,-7.0364],[32.5826,-7.0558],[32.5876,-7.0625],[32.588,-7.0803],[32.5837,-7.0874],[32.5676,-7.0959],[32.5637,-7.1007],[32.5523,-7.105],[32.5468,-7.1151],[32.5319,-7.1137],[32.5254,-7.1247],[32.519,-7.1224],[32.4996,-7.1267],[32.4954,-7.1324],[32.4869,-7.132],[32.4915,-7.1443],[32.4894,-7.1507],[32.4769,-7.1511],[32.4571,-7.1407],[32.4532,-7.1352],[32.4436,-7.1559],[32.4265,-7.1572],[32.416,-7.1561],[32.4092,-7.1606],[32.4045,-7.1696],[32.3953,-7.1627],[32.3844,-7.1636],[32.3703,-7.1728],[32.3672,-7.1704],[32.3377,-7.1789],[32.33,-7.1891],[32.3166,-7.1953],[32.3073,-7.2044],[32.3055,-7.2058],[32.293,-7.1846],[32.2836,-7.172],[32.2731,-7.1511],[32.2554,-7.127],[32.2283,-7.0476],[32.2221,-7.0047],[32.2148,-6.9823],[32.207,-6.9734],[32.1976,-6.969],[32.1487,-6.9726],[32.14,-6.9675],[32.1284,-6.949],[32.1008,-6.9348],[32.0915,-6.9237],[32.0822,-6.9216],[32.0738,-6.9244],[32.0672,-6.9216],[32.0498,-6.9254],[32.0446,-6.9327],[32.0376,-6.9363],[32.0257,-6.9495],[32.0187,-6.9488],[32.0055,-6.9595],[31.9988,-6.9575],[31.9998,-6.9481],[31.9985,-6.9124],[31.9996,-6.878],[31.9771,-6.89],[31.9484,-6.8978],[31.9307,-6.8929],[31.9166,-6.8982],[31.9122,-6.8938],[31.8977,-6.8889],[31.8831,-6.8889],[31.8668,-6.891],[31.8487,-6.8892],[31.8226,-6.9306],[31.804,-6.9526],[31.7819,-6.9741],[31.7576,-6.9934],[31.7439,-7.0009],[31.7288,-7.0348],[31.7115,-7.0656],[31.6969,-7.0898],[31.6783,-7.1127],[31.6664,-7.1175],[31.6558,-7.1276],[31.6451,-7.1333],[31.6416,-7.1394],[31.6226,-7.1583],[31.6137,-7.1645],[31.6168,-7.1755],[31.6123,-7.1892],[31.5999,-7.2032],[31.5881,-7.1878],[31.5664,-7.1856],[31.5603,-7.1888],[31.5547,-7.197],[31.5283,-7.1793],[31.5236,-7.1726],[31.5183,-7.1742],[31.5077,-7.1629],[31.5,-7.1632],[31.4865,-7.146],[31.4855,-7.1387],[31.4796,-7.1295],[31.4815,-7.1203],[31.4761,-7.1072],[31.4659,-7.1043],[31.4655,-7.0997],[31.4569,-7.0927],[31.4517,-7.0975],[31.4414,-7.0918],[31.4258,-7.0957],[31.4281,-7.0369],[31.4271,-7.0238],[31.4292,-7.0175],[31.4322,-6.9732],[31.4319,-6.9503],[31.4337,-6.9325],[31.4334,-6.9127],[31.4383,-6.8893],[31.4445,-6.8674],[31.4587,-6.8424],[31.4642,-6.828],[31.4726,-6.8174],[31.4939,-6.7802],[31.4985,-6.7644],[31.5079,-6.7468],[31.5165,-6.726],[31.5272,-6.705],[31.5318,-6.6888],[31.5528,-6.6282],[31.5576,-6.6163],[31.5696,-6.5795],[31.5761,-6.5624],[31.5816,-6.5431],[31.5913,-6.518],[31.6066,-6.4812],[31.589,-6.4628],[31.5671,-6.451],[31.5626,-6.4347],[31.5575,-6.425],[31.554,-6.4055],[31.5476,-6.3911],[31.5368,-6.3792],[31.5311,-6.3759],[31.5224,-6.377],[31.5187,-6.3685],[31.5192,-6.3472],[31.521,-6.3428],[31.5168,-6.3292],[31.5183,-6.2957],[31.521,-6.2867],[31.5193,-6.2765],[31.5194,-6.2506],[31.5209,-6.2451],[31.5199,-6.2126],[31.5215,-6.1984],[31.526,-6.1801],[31.5229,-6.1672],[31.5277,-6.1543],[31.5284,-6.1393],[31.5237,-6.1314],[31.5199,-6.1163],[31.5052,-6.0956],[31.5011,-6.086],[31.4965,-6.084],[31.4904,-6.0398],[31.4919,-6.0313],[31.4825,-6.0066],[31.4831,-5.9989],[31.4794,-5.988],[31.4795,-5.9745],[31.477,-5.9597],[31.4663,-5.9328],[31.457,-5.9153],[31.4468,-5.9023],[31.4465,-5.8769],[31.4576,-5.8656],[31.4559,-5.849],[31.46,-5.8416],[31.4688,-5.835],[31.4666,-5.8254],[31.4786,-5.8245],[31.4868,-5.8263],[31.4928,-5.8182],[31.5194,-5.8243],[31.5294,-5.8106],[31.5418,-5.8112],[31.5521,-5.8052],[31.5573,-5.812],[31.5644,-5.8086],[31.5676,-5.8163],[31.5744,-5.8184],[31.5786,-5.8303],[31.5838,-5.834],[31.5923,-5.8319],[31.5933,-5.8229],[31.6112,-5.8259],[31.6165,-5.8369],[31.6244,-5.8372],[31.6273,-5.8299],[31.6352,-5.8207],[31.6439,-5.8207],[31.6499,-5.8249],[31.6612,-5.8273],[31.6699,-5.8231],[31.6781,-5.8126],[31.6878,-5.8126],[31.695,-5.8079],[31.7021,-5.796],[31.6982,-5.7881],[31.7095,-5.7808],[31.7139,-5.7887],[31.7195,-5.7792],[31.7335,-5.77],[31.7335,-5.7597],[31.7414,-5.7619],[31.7674,-5.7506],[31.7754,-5.7387],[31.777,-5.7266],[31.787,-5.7219],[31.7938,-5.7251],[31.8051,-5.7159],[31.8265,-5.7125],[31.8359,-5.7286],[31.8593,-5.7294],[31.8725,-5.7334],[31.8848,-5.7303],[31.8874,-5.7395],[31.897,-5.7429]]]]"
"Mlembwe Dispensary",HcbtwIYI0gl,"Mlembwe Dispensary","/m0frOspS7JY/VMgrQWSVIYn/ZszYGa2Vnyc/HcbtwIYI0gl","Mlembwe Dispensary",POINT,"[37.59678,-9.6795]"
"Mlesa  Dispensary",F6cWv7Qogdz,"Mlesa  Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/ilY7TEjviqa/F6cWv7Qogdz","Mlesa  Dispensary",POINT,"[38.304909,-4.582984]"
"Mlete Dispensary",p2EJoA0rdLl,"Mlete Dispensary","/m0frOspS7JY/ZYYX8Q9SGoV/VdIZ0pAYfBK/p2EJoA0rdLl","Mlete Dispensary",POINT,"[35.72881,-10.57996]"
"Mletele Health Center",qNGj1oB0keN,"Mletele Health Center","/m0frOspS7JY/ZYYX8Q9SGoV/VdIZ0pAYfBK/qNGj1oB0keN","Mletele Health Center",POINT,"[35.69868,-10.63508]"
"Mlevela Dispensary",uKqYzJwHtq4,"Mlevela Dispensary","/m0frOspS7JY/qarQhOt2OEh/m4ow47nd3DC/uKqYzJwHtq4","Mlevela Dispensary",POINT,"[34.703918,-9.208186]"
"Mlilayoyo Dispensary",WNdoeohK0Mm,"Mlilayoyo Dispensary","/m0frOspS7JY/ZYYX8Q9SGoV/XL0luikY9oG/WNdoeohK0Mm","Mlilayoyo Dispensary",POINT,"[35.70942,-10.49841]"
"Mlilingwa Dispensary",exVqmxabAsm,"Mlilingwa Dispensary","/m0frOspS7JY/Sj50oz9EHvD/G2obPNftMUt/exVqmxabAsm","Mlilingwa Dispensary",POINT,"[38.02857,-6.90434]"
"Mlima Kipala Dispensary",IIk2J3Qx4Os,"Mlima Kipala Dispensary","/m0frOspS7JY/DWSo42hunXH/jupsOTyKi1W/IIk2J3Qx4Os","Mlima Kipala Dispensary",POINT,"[30.87681,-6.48218]"
"Mlimani City Specialist Clinic",TFzV5SN8it3,"Mlimani City Specialist Clinic","/m0frOspS7JY/acZHYslyJLt/DvHoBaCDtec/TFzV5SN8it3","Mlimani City Specialist Clinic",POINT,"[39.21892,-6.77739]"
"Mlimani Dispensary",xzQxmgSUTJS,"Mlimani Dispensary","/m0frOspS7JY/vYT08q7Wo33/X5MzEu84hUN/xzQxmgSUTJS","Mlimani Dispensary",POINT,"[34.461382,-1.975314]"
"Mlimba Health Center",T8NptpYyujK,"Mlimba Health Center","/m0frOspS7JY/Sj50oz9EHvD/oMao5qA3DBy/T8NptpYyujK","Mlimba Health Center",POINT,"[35.805,-8.79667]"
"Mlimwa Dispensary",YFTxxUhIEDf,"Mlimwa Dispensary","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/YFTxxUhIEDf","Mlimwa Dispensary",POINT,"[36.234504,-5.956445]"
"Mlingano Dispensary",aOOx0Ma7uWK,"Mlingano Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/H2LvCkw2bCO/aOOx0Ma7uWK","Mlingano Dispensary",POINT,"[38.86301,-5.12411]"
"Mlingotini Dispensary",nGKfQGd6x5f,"Mlingotini Dispensary","/m0frOspS7JY/yyW17iCz9As/uPphu8kRXoZ/nGKfQGd6x5f","Mlingotini Dispensary",POINT,"[38.997622,-6.479646]"
"Mloda Dispensary",oLfzIwIpI1H,"Mloda Dispensary","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/oLfzIwIpI1H","Mloda Dispensary",POINT,"[35.867909,-6.56411]"
"Mlola Health Center",uyfJMVEkMEX,"Mlola Health Center","/m0frOspS7JY/vU0Qt1A5IDz/ilY7TEjviqa/uyfJMVEkMEX","Mlola Health Center",POINT,"[38.4268,-4.63402]"
"Mlondwe Dispensary",dfGjdJHldei,"Mlondwe Dispensary","/m0frOspS7JY/qarQhOt2OEh/NzvekEmEzUG/dfGjdJHldei","Mlondwe Dispensary",POINT,"[34.028168,-8.998104]"
"Mlono Dispensary",skflBIkG7LN,"Mlono Dispensary","/m0frOspS7JY/Sj50oz9EHvD/G2obPNftMUt/skflBIkG7LN","Mlono Dispensary",POINT,"[37.71825,-7.069217]"
"Mlowa Barabarani Health Center",YQNkHYA43Qh,"Mlowa Barabarani Health Center","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/YQNkHYA43Qh","Mlowa Barabarani Health Center",POINT,"[35.839887,-6.50046]"
"Mlowa Health Center",ls5ky4CESrX,"Mlowa Health Center","/m0frOspS7JY/sWOWPBvwNY2/tcZz4Bh4mqc/ls5ky4CESrX","Mlowa Health Center",POINT,"[35.3895,-7.65867]"
"Mlowo Dispensary",DjeDZqGKeOT,"Mlowo Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/DjeDZqGKeOT","Mlowo Dispensary",POINT,"[32.99978,-9.01628]"
"Mlowo Dispensary",Y27hhGXe4S2,"Mlowo Dispensary","/m0frOspS7JY/A3b5mw8DJYC/N5FKtARi6dB/Y27hhGXe4S2","Mlowo Dispensary",POINT,"[33.267053,-9.123302]"
"Mlowo RC Dispensary",CSLzwYQEf3v,"Mlowo RC Dispensary","/m0frOspS7JY/Rg0jCRi9297/aouUIozrc7I/CSLzwYQEf3v","Mlowo RC Dispensary",POINT,"[33.016302,-8.988571]"
"Mlunduzi Dispensary",i4ZjxFlVlta,"Mlunduzi Dispensary","/m0frOspS7JY/Cpd5l15XxwA/P5H056daq2I/i4ZjxFlVlta","Mlunduzi Dispensary",POINT,"[36.18752,-6.72723]"
"Mlunga Dispensary",nAKsdRg4c5j,"Mlunga Dispensary","/m0frOspS7JY/Cpd5l15XxwA/P5H056daq2I/nAKsdRg4c5j","Mlunga Dispensary",POINT,"[36.27979,-6.63886]"
"Mlungu Dispensary",i3yKhjEYT49,"Mlungu Dispensary","/m0frOspS7JY/A3b5mw8DJYC/AvfNRAIsvhg/i3yKhjEYT49","Mlungu Dispensary",POINT,"[34.6679,-8.5851]"
"Mlungui Dispensary",EbR2LhGaPLN,"Mlungui Dispensary","/m0frOspS7JY/vU0Qt1A5IDz/QBC1po2JaJW/EbR2LhGaPLN","Mlungui Dispensary",NONE,
"MMR Dispensary",M7TZxC7cUCI,"MMR Dispensary","/m0frOspS7JY/acZHYslyJLt/ts6eEeUjcfO/M7TZxC7cUCI","MMR Dispensary",POINT,"[39.25126,-6.78093]"
"MNA Dispensary",Rv06KgGEwhW,"MNA Dispensary","/m0frOspS7JY/acZHYslyJLt/ts6eEeUjcfO/Rv06KgGEwhW","MNA Dispensary",POINT,"[39.22957,-6.80659]"
"Mnacho Dispensary",XqcaO1ttQnS,"Mnacho Dispensary","/m0frOspS7JY/VMgrQWSVIYn/OOplITY83ud/XqcaO1ttQnS","Mnacho Dispensary",POINT,"[39.0039,-10.2545]"
"Mnali Dispensary",vNBBz1It3d5,"Mnali Dispensary","/m0frOspS7JY/VMgrQWSVIYn/aiZstwpkrny/vNBBz1It3d5","Mnali Dispensary",POINT,"[39.76277,-10.07162]"
"Mnali Dispensary",aYKy0Qt1I9m,"Mnali Dispensary","/m0frOspS7JY/bN5q5k5DgLA/IYqT1Xik8Bj/aYKy0Qt1I9m","Mnali Dispensary",POINT,"[39.2213,-10.4239]"
"Mnane Dispensary",dWONqW2DdY9,"Mnane Dispensary","/m0frOspS7JY/LGTVRhKSn1V/dFCrIa5paz7/dWONqW2DdY9","Mnane Dispensary",POINT,"[34.99726,-5.00168]"
"Mnase Dispensary",lrnwgKiNmPk,"Mnase Dispensary","/m0frOspS7JY/Cpd5l15XxwA/yiR1QdOwPqP/lrnwgKiNmPk","Mnase Dispensary",POINT,"[36.061245,-6.259646]"
"Mnavira Dispensary",kEQ9cnkt97Q,"Mnavira Dispensary","/m0frOspS7JY/bN5q5k5DgLA/rrHtwyYjprs/kEQ9cnkt97Q","Mnavira Dispensary",POINT,"[39.25723,-11.07554]"
"Mnazi Health Center",MaMCMfkirNy,"Mnazi Health Center","/m0frOspS7JY/vU0Qt1A5IDz/ilY7TEjviqa/MaMCMfkirNy","Mnazi Health Center",POINT,"[38.30521,-4.42942]"
"Mnazi Mmoja Health Center",brYtvXITla3,"Mnazi Mmoja Health Center","/m0frOspS7JY/acZHYslyJLt/xe93MrFXOYV/brYtvXITla3","Mnazi Mmoja Health Center",POINT,"[39.28084,-6.82017]"
"Mnazi Mmoja Health Center",kbsZKpGQZl7,"Mnazi Mmoja Health Center","/m0frOspS7JY/VMgrQWSVIYn/aiZstwpkrny/kbsZKpGQZl7","Mnazi Mmoja Health Center",POINT,"[39.4252,-9.5949]"
