name,id,shortName,path,displayName,geometry
"ma Mutare Infectious Disease Hospital",SAAdC9MLpwY,"Mutare Infectious Disease Hospital","/uLFWBf4qXuv/oVMe0ARj15X/xlZvpL7ym66/SAAdC9MLpwY","ma Mutare Infectious Disease Hospital",
"ma Mutare Provincial Hospital",RCcVLhP0OOz,"Mutare Provincial Hospital","/uLFWBf4qXuv/oVMe0ARj15X/lzeRGBr1iiU/RCcVLhP0OOz","ma Mutare Provincial Hospital",
"ma Mutare ZRP Clinic",OlBZHeF4Ilo,"Mutare ZRP Clinic","/uLFWBf4qXuv/oVMe0ARj15X/lzeRGBr1iiU/OlBZHeF4Ilo","ma Mutare ZRP Clinic",
"ma Mutasa Clinic",uuN5RuVkZjK,"Mutasa  Clinic","/uLFWBf4qXuv/oVMe0ARj15X/D1Olw1SkFTH/uuN5RuVkZjK","ma Mutasa Clinic",
"ma Mutasa District",D1Olw1SkFTH,"ma Mutasa District","/uLFWBf4qXuv/oVMe0ARj15X/D1Olw1SkFTH","ma Mutasa District","POLYGON ((32.646 -18.523, 32.6484 -18.5216, 32.6512 -18.5484, 32.659 -18.5481, 32.6725 -18.5627, 32.6798 -18.57, 32.6898 -18.5657, 32.696 -18.563, 32.697 -18.5743, 32.7046 -18.5767, 32.7077 -18.5723, 32.7299 -18.538, 32.7317 -18.5333, 32.7448 -18.5003, 32.7473 -18.4981, 32.7506 -18.4954, 32.7656 -18.4993, 32.7999 -18.5105, 32.8007 -18.5108, 32.8056 -18.4974, 32.8056 -18.4945, 32.8081 -18.486, 32.8128 -18.4694, 32.8163 -18.4565, 32.8162 -18.4462, 32.8132 -18.4301, 32.8111 -18.4152, 32.8268 -18.4087, 32.8412 -18.4039, 32.8639 -18.3931, 32.9114 -18.3727, 32.9074 -18.3617, 32.9066 -18.3588, 32.9053 -18.3562, 32.9028 -18.3521, 32.897 -18.3388, 32.8955 -18.3365, 32.8942 -18.3342, 32.8925 -18.3321, 32.8809 -18.3114, 32.904 -18.3032, 32.9246 -18.3355, 32.9422 -18.3297, 32.9494 -18.3049, 32.9541 -18.2969, 32.9666 -18.2826, 32.9722 -18.2767, 32.9758 -18.2634, 32.9737 -18.2567, 32.9628 -18.2523, 32.9642 -18.2487, 32.9776 -18.2313, 32.9894 -18.2349, 32.9892 -18.195, 33.0091 -18.1951, 33.0107 -18.1976, 33.0116 -18.2005, 33.0135 -18.203, 33.0162 -18.2057, 33.0178 -18.2097, 33.017 -18.2136, 33.0164 -18.2185, 33.0177 -18.2215, 33.0198 -18.2251, 33.0214 -18.2287, 33.0212 -18.2322, 33.0218 -18.2353, 33.0194 -18.2361, 33.0171 -18.2385, 33.0161 -18.2419, 33.0163 -18.2452, 33.0198 -18.2457, 33.0219 -18.2499, 33.019 -18.2543, 33.0163 -18.2576, 33.0164 -18.2605, 33.017 -18.2648, 33.0152 -18.2685, 33.0157 -18.2707, 33.0174 -18.2721, 33.0186 -18.2739, 33.0187 -18.2772, 33.0115 -18.2798, 33.0139 -18.2819, 33.016 -18.2841, 33.0188 -18.2866, 33.0168 -18.2889, 33.0163 -18.2958, 33.0183 -18.2978, 33.021 -18.2989, 33.0223 -18.3009, 33.0232 -18.3034, 33.0249 -18.3064, 33.028 -18.307, 33.0303 -18.3105, 33.0349 -18.3158, 33.036 -18.3179, 33.0372 -18.3151, 33.0391 -18.3166, 33.0416 -18.3163, 33.0438 -18.3191, 33.0455 -18.3184, 33.0504 -18.3174, 33.0543 -18.317, 33.0539 -18.3196, 33.0543 -18.3218, 33.0535 -18.3235, 33.0528 -18.3266, 33.0522 -18.3306, 33.0534 -18.3337, 33.0558 -18.338, 33.0593 -18.3391, 33.0622 -18.3412, 33.0656 -18.3428, 33.0668 -18.3451, 33.0645 -18.35, 33.0634 -18.3539, 33.0638 -18.358, 33.0591 -18.3646, 33.0589 -18.3673, 33.0593 -18.3702, 33.0573 -18.3714, 33.0572 -18.3768, 33.0567 -18.3799, 33.0539 -18.3821, 33.0504 -18.3823, 33.0491 -18.3792, 33.0479 -18.3761, 33.0449 -18.3762, 33.0431 -18.3781, 33.0412 -18.3794, 33.0391 -18.3815, 33.0373 -18.3847, 33.0329 -18.3887, 33.0315 -18.3908, 33.0306 -18.3943, 33.0299 -18.397, 33.0294 -18.3997, 33.0299 -18.4022, 33.0298 -18.4044, 33.0282 -18.4061, 33.0262 -18.4085, 33.0238 -18.4116, 33.0223 -18.4139, 33.0209 -18.4164, 33.0196 -18.4181, 33.0188 -18.4198, 33.0182 -18.4228, 33.02 -18.4259, 33.0233 -18.4268, 33.0266 -18.4268, 33.0287 -18.4274, 33.0295 -18.4294, 33.0289 -18.4331, 33.0286 -18.4363, 33.0293 -18.4423, 33.0289 -18.446, 33.0284 -18.4496, 33.0285 -18.4534, 33.0285 -18.4574, 33.0274 -18.4642, 33.0252 -18.4666, 33.003 -18.4798, 32.9997 -18.4813, 32.9976 -18.4827, 32.9945 -18.4846, 32.9915 -18.4867, 32.9889 -18.4889, 32.9862 -18.4898, 32.9837 -18.4918, 32.9816 -18.4917, 32.9816 -18.4879, 32.9804 -18.485, 32.9787 -18.482, 32.9773 -18.4786, 32.9787 -18.4754, 32.9787 -18.4721, 32.9755 -18.4731, 32.9721 -18.473, 32.9694 -18.4742, 32.9671 -18.476, 32.9604 -18.4801, 32.9576 -18.4818, 32.9562 -18.4842, 32.9535 -18.4851, 32.9509 -18.4864, 32.9504 -18.4887, 32.95 -18.4911, 32.9471 -18.4914, 32.944 -18.492, 32.9414 -18.4938, 32.9377 -18.4934, 32.9357 -18.4933, 32.935 -18.4969, 32.9308 -18.498, 32.9284 -18.4995, 32.926 -18.5009, 32.9234 -18.5031, 32.9207 -18.502, 32.9162 -18.5027, 32.9146 -18.4999, 32.9121 -18.4978, 32.9088 -18.4976, 32.9067 -18.5, 32.9042 -18.5022, 32.9019 -18.5033, 32.8993 -18.5041, 32.8964 -18.5068, 32.8975 -18.5092, 32.8947 -18.511, 32.8912 -18.5106, 32.8887 -18.5111, 32.8865 -18.5121, 32.8836 -18.514, 32.8804 -18.5153, 32.8783 -18.5162, 32.8765 -18.517, 32.8952 -18.5376, 32.9005 -18.5433, 32.8906 -18.5734, 32.8927 -18.5765, 32.8956 -18.5795, 32.9096 -18.5869, 32.9104 -18.59, 32.9098 -18.5938, 32.9086 -18.5975, 32.9087 -18.601, 32.9093 -18.6049, 32.9096 -18.6076, 32.91 -18.6104, 32.9114 -18.6125, 32.9134 -18.6145, 32.915 -18.617, 32.9164 -18.6198, 32.9185 -18.6237, 32.9262 -18.6347, 32.928 -18.6374, 32.93 -18.6402, 32.9318 -18.6419, 32.9334 -18.6436, 32.9496 -18.6662, 32.9618 -18.6839, 32.9579 -18.7058, 32.9542 -18.7069, 32.9533 -18.7094, 32.9514 -18.7254, 32.9502 -18.7278, 32.9484 -18.7306, 32.9457 -18.7324, 32.9453 -18.7356, 32.9443 -18.7399, 32.9419 -18.7477, 32.9409 -18.7524, 32.9395 -18.7554, 32.9378 -18.7578, 32.9367 -18.7603, 32.9368 -18.763, 32.937 -18.7657, 32.9352 -18.7681, 32.9317 -18.7683, 32.9299 -18.7717, 32.9187 -18.7832, 32.9155 -18.7843, 32.9122 -18.7864, 32.9092 -18.7897, 32.9073 -18.7915, 32.9045 -18.7927, 32.9012 -18.7936, 32.8977 -18.7947, 32.894 -18.7957, 32.891 -18.7961, 32.8795 -18.798, 32.8455 -18.7752, 32.8398 -18.7765, 32.8357 -18.7767, 32.8328 -18.7771, 32.8305 -18.7776, 32.8232 -18.7782, 32.8205 -18.7782, 32.8174 -18.7783, 32.8142 -18.7791, 32.8114 -18.7809, 32.8044 -18.7867, 32.8016 -18.7886, 32.7989 -18.7891, 32.797 -18.7901, 32.7954 -18.7918, 32.7936 -18.7937, 32.7912 -18.795, 32.7862 -18.796, 32.7835 -18.7973, 32.7811 -18.7964, 32.7781 -18.7969, 32.7746 -18.7989, 32.771 -18.8014, 32.7683 -18.8034, 32.7661 -18.8053, 32.7639 -18.8073, 32.7619 -18.8091, 32.759 -18.8107, 32.7561 -18.8125, 32.7533 -18.8129, 32.7508 -18.8118, 32.7487 -18.8087, 32.7443 -18.81, 32.7408 -18.8116, 32.7388 -18.8141, 32.7364 -18.8145, 32.7354 -18.8171, 32.7317 -18.8209, 32.7292 -18.8227, 32.7266 -18.8206, 32.724 -18.8209, 32.7214 -18.8221, 32.7141 -18.8277, 32.7108 -18.83, 32.7087 -18.8324, 32.7072 -18.8349, 32.7051 -18.8376, 32.7036 -18.8396, 32.7032 -18.8423, 32.7047 -18.8441, 32.7086 -18.8502, 32.7092 -18.8529, 32.712 -18.8546, 32.7139 -18.856, 32.716 -18.8567, 32.7163 -18.8588, 32.7163 -18.861, 32.718 -18.8631, 32.7205 -18.8658, 32.7228 -18.8687, 32.7246 -18.8711, 32.7253 -18.8737, 32.7252 -18.877, 32.7267 -18.8829, 32.7267 -18.8861, 32.7246 -18.888, 32.7251 -18.8947, 32.725 -18.8976, 32.7253 -18.9, 32.7262 -18.9022, 32.7266 -18.9047, 32.7302 -18.9122, 32.7323 -18.9158, 32.7337 -18.9184, 32.7359 -18.9204, 32.7389 -18.9216, 32.7408 -18.925, 32.7381 -18.9262, 32.7323 -18.9277, 32.73 -18.9282, 32.7277 -18.9294, 32.7244 -18.9305, 32.7209 -18.9307, 32.7174 -18.9311, 32.7149 -18.9324, 32.7106 -18.9337, 32.7064 -18.9353, 32.7031 -18.9357, 32.6986 -18.9348, 32.6918 -18.9331, 32.661 -18.9347, 32.653 -18.9366, 32.6401 -18.9399, 32.6373 -18.941, 32.627 -18.9437, 32.6203 -18.9446, 32.572 -18.9508, 32.5587 -18.953, 32.532 -18.9501, 32.5196 -18.9432, 32.5158 -18.9427, 32.5039 -18.9418, 32.501 -18.9427, 32.4663 -18.9469, 32.4473 -18.9559, 32.4293 -18.9583, 32.4185 -18.9593, 32.4125 -18.961, 32.3943 -18.9655, 32.3953 -18.9627, 32.4006 -18.9588, 32.4024 -18.9553, 32.4026 -18.9529, 32.4039 -18.9496, 32.4052 -18.9479, 32.4069 -18.9464, 32.409 -18.9438, 32.4086 -18.9401, 32.409 -18.9375, 32.4093 -18.9366, 32.4125 -18.9319, 32.4142 -18.9291, 32.4151 -18.9256, 32.4157 -18.9219, 32.4182 -18.9148, 32.421 -18.9127, 32.4213 -18.9086, 32.4211 -18.9057, 32.4215 -18.9028, 32.425 -18.8955, 32.4268 -18.8916, 32.4264 -18.8879, 32.4275 -18.8851, 32.4293 -18.882, 32.4296 -18.8817, 32.4307 -18.8805, 32.4331 -18.8781, 32.4335 -18.8777, 32.4352 -18.8742, 32.4355 -18.8709, 32.4377 -18.8679, 32.4403 -18.8655, 32.4424 -18.8643, 32.4456 -18.863, 32.449 -18.8616, 32.4517 -18.8605, 32.455 -18.8614, 32.4572 -18.8627, 32.4589 -18.8611, 32.4594 -18.8589, 32.461 -18.857, 32.4673 -18.8536, 32.4691 -18.8515, 32.4697 -18.8512, 32.4717 -18.8502, 32.4753 -18.8498, 32.4783 -18.847, 32.4791 -18.8447, 32.4814 -18.8419, 32.4837 -18.839, 32.4843 -18.8355, 32.4847 -18.8311, 32.4828 -18.8276, 32.4813 -18.825, 32.4824 -18.8224, 32.486 -18.8144, 32.4854 -18.8105, 32.486 -18.807, 32.4861 -18.8032, 32.4868 -18.8003, 32.4868 -18.7974, 32.4867 -18.7945, 32.4878 -18.782, 32.5089 -18.7704, 32.5139 -18.7678, 32.521 -18.7625, 32.4972 -18.7629, 32.4878 -18.7624, 32.4875 -18.7624, 32.4813 -18.7565, 32.4835 -18.753, 32.4843 -18.7493, 32.4849 -18.7441, 32.486 -18.7412, 32.4851 -18.7361, 32.4853 -18.7325, 32.4833 -18.7303, 32.4817 -18.7278, 32.4824 -18.7239, 32.4818 -18.7208, 32.4812 -18.7154, 32.4809 -18.7124, 32.4811 -18.7094, 32.4837 -18.7071, 32.484 -18.7062, 32.4849 -18.7037, 32.4841 -18.7007, 32.4855 -18.6979, 32.4837 -18.6937, 32.4817 -18.6892, 32.4801 -18.6862, 32.4787 -18.6834, 32.4777 -18.6801, 32.477 -18.6778, 32.4768 -18.6767, 32.4767 -18.6729, 32.4768 -18.6728, 32.4796 -18.6711, 32.4786 -18.6676, 32.4768 -18.6652, 32.4744 -18.6627, 32.473 -18.6598, 32.4714 -18.6569, 32.4694 -18.6528, 32.4683 -18.6487, 32.4683 -18.6449, 32.4674 -18.642, 32.4655 -18.6389, 32.4618 -18.6351, 32.4598 -18.6326, 32.459 -18.6297, 32.4565 -18.6263, 32.4533 -18.624, 32.4518 -18.6214, 32.4494 -18.6195, 32.4484 -18.616, 32.4474 -18.6118, 32.445 -18.6093, 32.4436 -18.6066, 32.4419 -18.604, 32.4397 -18.6008, 32.4445 -18.5952, 32.4476 -18.5935, 32.4499 -18.5911, 32.4529 -18.5919, 32.4564 -18.5879, 32.4564 -18.5879, 32.4572 -18.587, 32.458 -18.5814, 32.4579 -18.5772, 32.4587 -18.5762, 32.4604 -18.5736, 32.4624 -18.5718, 32.4626 -18.5716, 32.4647 -18.5692, 32.4693 -18.5664, 32.4708 -18.5637, 32.471 -18.5634, 32.4741 -18.5614, 32.4746 -18.5577, 32.4753 -18.554, 32.4773 -18.5506, 32.4775 -18.5499, 32.4801 -18.5434, 32.4806 -18.5423, 32.4837 -18.539, 32.486 -18.5366, 32.4851 -18.5329, 32.4843 -18.5291, 32.4861 -18.5253, 32.4861 -18.5253, 32.4869 -18.5239, 32.4519 -18.4998, 32.4224 -18.4814, 32.4255 -18.4703, 32.4263 -18.4675, 32.431 -18.4514, 32.4458 -18.3996, 32.4517 -18.3975, 32.4825 -18.3863, 32.4862 -18.4058, 32.4921 -18.4362, 32.4991 -18.4368, 32.5307 -18.4381, 32.5387 -18.4371, 32.5553 -18.4372, 32.5654 -18.43, 32.5683 -18.4281, 32.5776 -18.422, 32.5825 -18.4185, 32.602 -18.4449, 32.577 -18.4712, 32.5905 -18.4936, 32.5962 -18.4978, 32.6116 -18.5105, 32.6344 -18.5321, 32.638 -18.5278, 32.6413 -18.5281, 32.6445 -18.5282, 32.6432 -18.5259, 32.6445 -18.5245, 32.646 -18.523))"
"ma Mutema Clinic",WDjdDW5YM9t,"Mutema Clinic","/uLFWBf4qXuv/oVMe0ARj15X/qysbx02YLKI/WDjdDW5YM9t","ma Mutema Clinic","POINT (30.988 -19.8882)"
"ma Mutepfe Clinic",dudLclDI9eN,"Mutepfe Clinic","/uLFWBf4qXuv/oVMe0ARj15X/CnQOclK5jxk/dudLclDI9eN","ma Mutepfe Clinic","POINT (31.9687 -19.7676)"
"ma Mutiusinazita Clinic",jlVfnFAU0q4,"Mutiusinazita Clinic","/uLFWBf4qXuv/oVMe0ARj15X/CnQOclK5jxk/jlVfnFAU0q4","ma Mutiusinazita Clinic","POINT (32.0673 -19.7249)"
"ma Mutsvangwa Clinic",f9V9wkQROiw,"Mutsvangwa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/QOar4hKGx3q/f9V9wkQROiw","ma Mutsvangwa Clinic","POINT (32.9125 -20.0753)"
"ma Muzokomba Clinic",u4hcDaNwITk,"Muzokomba Clinic","/uLFWBf4qXuv/oVMe0ARj15X/CnQOclK5jxk/u4hcDaNwITk","ma Muzokomba Clinic","POINT (31.9717 -19.5838)"
"ma Mwoyoweshumba Clinic",YHNrgUBY7iS,"Mwoyoweshumba Clinic","/uLFWBf4qXuv/oVMe0ARj15X/D1Olw1SkFTH/YHNrgUBY7iS","ma Mwoyoweshumba Clinic",
"ma Name Clinic",EXQmwbJYyri,"ma Name Clinic","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/EXQmwbJYyri","ma Name Clinic",
"ma Ndyarima clinic",xBeRnwj9AnU,"ma Ndyarima clinic","/uLFWBf4qXuv/oVMe0ARj15X/CnQOclK5jxk/xBeRnwj9AnU","ma Ndyarima clinic",
"ma Nedewedzo Rural Hospital",KoIw7LDGj9f,"ma Nedewedzo Rural Hospital","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/KoIw7LDGj9f","ma Nedewedzo Rural Hospital",
"ma Nedziwa Clinic",mygE2Z7Ai5X,"Nedziwa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/mygE2Z7Ai5X","ma Nedziwa Clinic",
"ma Nerutanga Clinic",nI7iCnzqfvW,"Nerutanga Clinic","/uLFWBf4qXuv/oVMe0ARj15X/CnQOclK5jxk/nI7iCnzqfvW","ma Nerutanga Clinic","POINT (31.3504 -19.287)"
"ma New Start Centre",l1vw7gUCCTf,"ma New Start Centre","/uLFWBf4qXuv/oVMe0ARj15X/lzeRGBr1iiU/l1vw7gUCCTf","ma New Start Centre",
"ma New Start Centre ",CSsaMpKG6AQ,"ma New Start Centre ","/uLFWBf4qXuv/oVMe0ARj15X/qysbx02YLKI/CSsaMpKG6AQ","ma New Start Centre ",
"ma New Year's Gift Clinic",fh1XKCyfkGN,"New Year's Gift Clinic","/uLFWBf4qXuv/oVMe0ARj15X/qysbx02YLKI/fh1XKCyfkGN","ma New Year's Gift Clinic",
"ma Ngaone Clinic",h0HY9qChF4k,"Ngaone Clinic","/uLFWBf4qXuv/oVMe0ARj15X/qysbx02YLKI/h0HY9qChF4k","ma Ngaone Clinic",
"ma Ngarura Clinic",GDqFwDpZc0S,"Ngarura Clinic","/uLFWBf4qXuv/oVMe0ARj15X/D1Olw1SkFTH/GDqFwDpZc0S","ma Ngarura Clinic","POINT (32.8715 -18.588)"
"ma Ngorima Clinic",CQ3o6mYp1Zp,"Ngorima Clinic","/uLFWBf4qXuv/oVMe0ARj15X/QOar4hKGx3q/CQ3o6mYp1Zp","ma Ngorima Clinic","POINT (31.6843 -20.2888)"
"ma Nhedziwa Clinic",A79x3rVYbjm,"ma Nhedziwa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/QOar4hKGx3q/A79x3rVYbjm","ma Nhedziwa Clinic",
"ma Nyabamba Clinic",w5DhvQIUBQL,"ma Nyabamba Clinic","/uLFWBf4qXuv/oVMe0ARj15X/QOar4hKGx3q/w5DhvQIUBQL","ma Nyabamba Clinic",
"ma Nyadowa Clinic",OQucnnhShgt,"Nyadowa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/OQucnnhShgt","ma Nyadowa Clinic","POINT (32.9217 -17.7579)"
"ma Nyafaru Clinic",HW0eTeLlega,"Nyafaru Clinic","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/HW0eTeLlega","ma Nyafaru Clinic","POINT (32.9311 -18.1892)"
"ma Nyagundi Rural Health Centre",B3QCBw575UP,"Nyagundi Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/lzeRGBr1iiU/B3QCBw575UP","ma Nyagundi Rural Health Centre","POINT (32.3687 -19.1176)"
"ma Nyahode Clinic",WAj0s2JUSP5,"Nyahode Clinic","/uLFWBf4qXuv/oVMe0ARj15X/QOar4hKGx3q/WAj0s2JUSP5","ma Nyahode Clinic","POINT (32.8227 -19.9411)"
"ma Nyahowe Rural Health Centre",JOtTKeBqxSg,"ma Nyahowe Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/JOtTKeBqxSg","ma Nyahowe Rural Health Centre",
"ma Nyahukwe Rural Health Centre",sirWV0cn0Tt,"ma Nyahukwe Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/sirWV0cn0Tt","ma Nyahukwe Rural Health Centre",
"ma Nyajezi Clinic ",Dl6P9CJ50BK,"ma Nyajezi Clinic ","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/Dl6P9CJ50BK","ma Nyajezi Clinic ",
"ma Nyamaropa Clinic",aA8JmPQmK81,"Nyamaropa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/aA8JmPQmK81","ma Nyamaropa Clinic",
"ma Nyamazura Rural Health Centre",j5z5Vg20MEn,"Nyamazura Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/lzeRGBr1iiU/j5z5Vg20MEn","ma Nyamazura Rural Health Centre","POINT (31.6404 -19.6041)"
"ma Nyamidzi Clinic",ZNRqWYbfd15,"ma Nyamidzi Clinic","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/ZNRqWYbfd15","ma Nyamidzi Clinic",
"ma Nyamombe Camp Rural Health Centre",TPQQomko5Wj,"Nyamombe Camp Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/TPQQomko5Wj","ma Nyamombe Camp Rural Health Centre","POINT (32.5583 -17.7568)"
"ma Nyamombe Clinic",kmX3rzzOBG5,"Nyamombe Clinic","/uLFWBf4qXuv/oVMe0ARj15X/vzAUq3IIibH/kmX3rzzOBG5","ma Nyamombe Clinic",
"ma Nyamukamani Rural Health Centre",Nbg5jfWxWRm,"ma Nyamukamani Rural Health Centre","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/Nbg5jfWxWRm","ma Nyamukamani Rural Health Centre",
"ma Nyamusosa Clinic",jqirYc5fbgN,"ma Nyamusosa Clinic","/uLFWBf4qXuv/oVMe0ARj15X/fLwQsGfy909/jqirYc5fbgN","ma Nyamusosa Clinic",
