name,id,shortName,path,displayName,geometry
"bu 24 Hour Medical Centre",VWMkdfPIFPU,"24 Hour Medical Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/VWMkdfPIFPU","bu 24 Hour Medical Centre",
"bu Bulawayo Central Hospitals",pIUx4ola8QM,"Bulawayo Central Hospitals",/uLFWBf4qXuv/pIUx4ola8QM,"bu Bulawayo Central Hospitals",
"bu Bulawayo Family Health Clinic",ZTL5TeMdviJ,"Bulawayo Family Health Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/ZTL5TeMdviJ","bu Bulawayo Family Health Clinic",
"bu Bulawayo Family Medical Clinic",UZqwaoVwvED,"Bulawayo Family Medical Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/UZqwaoVwvED","bu Bulawayo Family Medical Clinic",
"bu Bulawayo Male Circumcision Centre",QFHrfOC8q6r,"Bulawayo Male Circumcision Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/QFHrfOC8q6r","bu Bulawayo Male Circumcision Centre",
"bu Bulawayo Male Circumcision Centre",BXR3t59Q5K9,"bu Bulawayo Male Circumcision Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/KrcWT2YvrTQ/BXR3t59Q5K9","bu Bulawayo Male Circumcision Centre",
"bu Bulawayo Maternal Health Clinic",rzb4Tw8eRDn,"Bulawayo Maternal Health Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/rzb4Tw8eRDn","bu Bulawayo Maternal Health Clinic",
"bu Bulawayo Province",bWa0xtpCuC2,"Bulawayo Province",/uLFWBf4qXuv/bWa0xtpCuC2,"bu Bulawayo Province","POLYGON ((28.6075 -20.231, 28.6042 -20.2272, 28.5765 -20.2272, 28.5518 -20.2206, 28.5451 -20.212, 28.5346 -20.2139, 28.5251 -20.2206, 28.5146 -20.231, 28.506 -20.2329, 28.4978 -20.232, 28.5014 -20.2239, 28.5081 -20.2101, 28.512 -20.2014, 28.5097 -20.1975, 28.5069 -20.1944, 28.5034 -20.1912, 28.5006 -20.1885, 28.4939 -20.1896, 28.4888 -20.1877, 28.4849 -20.19, 28.4809 -20.1908, 28.4912 -20.1703, 28.4443 -20.1597, 28.4482 -20.1672, 28.4411 -20.1739, 28.4447 -20.1802, 28.4258 -20.1762, 28.4136 -20.1751, 28.401 -20.1727, 28.3943 -20.1711, 28.3892 -20.1668, 28.3899 -20.1566, 28.3923 -20.1526, 28.4041 -20.1471, 28.4151 -20.1424, 28.4179 -20.1412, 28.4203 -20.138, 28.4226 -20.1325, 28.4159 -20.1219, 28.4157 -20.1152, 28.4201 -20.1073, 28.4228 -20.1026, 28.4256 -20.0963, 28.4272 -20.0845, 28.4236 -20.077, 28.4193 -20.0656, 28.4161 -20.0581, 28.4138 -20.0463, 28.4126 -20.0384, 28.4134 -20.0309, 28.4185 -20.029, 28.4307 -20.0294, 28.4402 -20.0345, 28.4516 -20.0435, 28.4736 -20.0534, 28.4803 -20.0569, 28.4874 -20.0613, 28.4913 -20.0628, 28.5055 -20.0656, 28.513 -20.0605, 28.5252 -20.0463, 28.5441 -20.0451, 28.5526 -20.0439, 28.5707 -20.0361, 28.5802 -20.0357, 28.5837 -20.0384, 28.5833 -20.0628, 28.575 -20.0766, 28.5861 -20.0794, 28.5951 -20.0861, 28.5939 -20.088, 28.6065 -20.0967, 28.6054 -20.0928, 28.6077 -20.0892, 28.6069 -20.0861, 28.6089 -20.0841, 28.6105 -20.0849, 28.6109 -20.0865, 28.6136 -20.0872, 28.6164 -20.088, 28.6184 -20.088, 28.6203 -20.0892, 28.6231 -20.0896, 28.6262 -20.0939, 28.6286 -20.0951, 28.6266 -20.0998, 28.6274 -20.1006, 28.6313 -20.1006, 28.6329 -20.1042, 28.6349 -20.1026, 28.6404 -20.0916, 28.6467 -20.0928, 28.6562 -20.0683, 28.668 -20.0683, 28.6617 -20.0841, 28.6621 -20.0853, 28.6605 -20.0896, 28.6573 -20.0892, 28.6569 -20.1006, 28.6518 -20.1136, 28.6542 -20.1132, 28.6573 -20.1113, 28.668 -20.1136, 28.6753 -20.1132, 28.6772 -20.1144, 28.6516 -20.1534, 28.6638 -20.1636, 28.663 -20.166, 28.667 -20.168, 28.6701 -20.1692, 28.6753 -20.168, 28.6753 -20.1696, 28.6709 -20.1719, 28.6725 -20.1747, 28.6768 -20.1762, 28.6745 -20.1802, 28.676 -20.1829, 28.6839 -20.1869, 28.6841 -20.2207, 28.6743 -20.216, 28.6727 -20.2164, 28.6719 -20.2207, 28.6625 -20.2227, 28.6644 -20.2259, 28.6644 -20.2337, 28.6621 -20.2361, 28.6506 -20.227, 28.6404 -20.2267, 28.638 -20.229, 28.6262 -20.2314, 28.6262 -20.2326, 28.6152 -20.231, 28.6097 -20.2302, 28.6075 -20.231))"
"bu Ceshhar Clinic",KrcWT2YvrTQ,"bu Ceshhar Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/KrcWT2YvrTQ","bu Ceshhar Clinic",
"bu CIMAS",pofi4Agnpb3,"bu CIMAS","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/pofi4Agnpb3","bu CIMAS",
"bu Conaught Health Centre",f1bWlztZ9hc,"bu Conaught Health Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/f1bWlztZ9hc","bu Conaught Health Centre",
"bu Cowdray Park Clinic",bCj2JfVpDwN,"Cowdray Park Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/bCj2JfVpDwN","bu Cowdray Park Clinic",
"bu Dr Shennan Clinic",wBUDmbYlwLg,"Dr Shennan Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/wBUDmbYlwLg","bu Dr Shennan Clinic",
"bu Dr W Ndebele Clinic",rsn7P5OG1qd,"Dr W Ndebele Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/rsn7P5OG1qd","bu Dr W Ndebele Clinic",
"bu EF Watson Clinic",g6ay6w7LekM,"EF Watson Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/g6ay6w7LekM","bu EF Watson Clinic",
"bu Emakhandeni Clinic",MdssoEu135X,"Emakhandeni Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/MdssoEu135X","bu Emakhandeni Clinic",
"bu Emakhandeni District",lIFrKsoRdXv,"Emakhandeni District","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv","bu Emakhandeni District",
"bu Emergency Poly Clinic",FLsRTYO8EVq,"bu Emergency Poly Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/FLsRTYO8EVq","bu Emergency Poly Clinic",
"bu Entumbane Clinic",zmivGPwI9w9,"Entumbane Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/zmivGPwI9w9","bu Entumbane Clinic",
"bu Galen House Clinic",CgvZBugWYNn,"Galen House Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/CgvZBugWYNn","bu Galen House Clinic",
"bu Grassroot for soccer centre",JPrIllfTMuc,"bu Grassroot for soccer centre","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/JPrIllfTMuc","bu Grassroot for soccer centre",
"bu Hillside Teachers' College",R2mfQFBYghX,"bu Hillside Teachers' College","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/R2mfQFBYghX","bu Hillside Teachers' College",
"bu Ingutsheni",HOlb2wJQI4C,Ingutsheni,"/uLFWBf4qXuv/pIUx4ola8QM/HOlb2wJQI4C","bu Ingutsheni",
"bu Ingutsheni Central Hospital",FOLMj0wPdOM,"Ingutsheni Central Hospital","/uLFWBf4qXuv/pIUx4ola8QM/HOlb2wJQI4C/FOLMj0wPdOM","bu Ingutsheni Central Hospital",
"bu Jubilee Clinic",cs3euJGArOo,"Jubilee Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/cs3euJGArOo","bu Jubilee Clinic",
"bu Khami Road Clinic",e1IkMDxL8fe,"Khami Road Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/e1IkMDxL8fe","bu Khami Road Clinic",
"bu King's Maternity Clinic",l4HBtkwJhfZ,"King's Maternity Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/l4HBtkwJhfZ","bu King's Maternity Clinic",
"bu Lady Rodwell Maternity Hospital",ixCPrKpqwfy,"Lady Rodwell Maternity Hospital","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/ixCPrKpqwfy","bu Lady Rodwell Maternity Hospital",
"bu Lister House - Zimbabwe National Family Planning Services (ZNFPS)",ALuMO4vU6xH,Lister,"/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/ALuMO4vU6xH","bu Lister House - Zimbabwe National Family Planning Services (ZNFPS)",
"bu Lobengula MC clinic",W3CM8rlvrFX,"bu Lobengula MC clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/W3CM8rlvrFX","bu Lobengula MC clinic",
"bu Luveve Clinic",xgkg7SkAtoW,"Luveve Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/xgkg7SkAtoW","bu Luveve Clinic","POINT (65.968 77.7183073)"
"bu Magwegwe Clinic",W71FXxLCgwr,"Magwegwe Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/W71FXxLCgwr","bu Magwegwe Clinic",
"bu Magwegwe North Surgery",zDJxAy5tWc9,"Magwegwe North Surgery","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/zDJxAy5tWc9","bu Magwegwe North Surgery",
"bu Mahatshula Private Clinic",Jf06hGdTGOt,"Mahatshula Private Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/Jf06hGdTGOt","bu Mahatshula Private Clinic",
"bu Main Street Clinic",uZx1AbqBvTk,"Main Street Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/uZx1AbqBvTk","bu Main Street Clinic",
"bu Maqhawe Clinic",RPASqynqwCM,"Maqhawe Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/RPASqynqwCM","bu Maqhawe Clinic",
"bu Marondera Poly Clinic",DwAlIVIbmIU,"Marondera PolyClinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/DwAlIVIbmIU","bu Marondera Poly Clinic",
"bu Mater Dei Hospital",snVfYfw3wu2,"Mater Dei Hospital","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/snVfYfw3wu2","bu Mater Dei Hospital",
"bu Maternal and Child Health Centre",dj3yixBALQD,"Maternal and Child Health Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/dj3yixBALQD","bu Maternal and Child Health Centre",
"bu Mpilo",wsiS4rgfTm1,Mpilo,"/uLFWBf4qXuv/pIUx4ola8QM/wsiS4rgfTm1","bu Mpilo",
"bu Mpilo Central Hospital",lNcVomkCBOC,"Mpilo Central Hospital","/uLFWBf4qXuv/pIUx4ola8QM/wsiS4rgfTm1/lNcVomkCBOC","bu Mpilo Central Hospital",
"bu Mpilo ZNFPC Clinic",WfGoGsKArlF,"bu Mpilo ZNFPC Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/WfGoGsKArlF","bu Mpilo ZNFPC Clinic",
"bu Mzilikazi Clinic",zxc4441YIhY,"Mzilikazi Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/zxc4441YIhY","bu Mzilikazi Clinic",
"bu National University of Science and Technology",pojo2I4dyoq,"bu National University of Science and Technology","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/pojo2I4dyoq","bu National University of Science and Technology",
"bu Njube Clinic",yuqvs8nDoW7,"Njube Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/yuqvs8nDoW7","bu Njube Clinic",
"bu Nketa Clinic",kQYOhNfF8V7,"Nketa Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/kQYOhNfF8V7","bu Nketa Clinic",
"bu Nkulumane Clinic",YVhOfzBetf1,"Nkulumane Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/YVhOfzBetf1","bu Nkulumane Clinic",
"bu Nkulumane District",QKOSf6Y7Q3Y,"Nkulumane District","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y","bu Nkulumane District",
"bu Northern Suburbs Clinic",HyfZLnkED5k,"Northern Suburbs Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/HyfZLnkED5k","bu Northern Suburbs Clinic",
"bu Northern Suburbs District",QE95U8rDHjp,"Northern Suburbs District","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp","bu Northern Suburbs District",
"bu Northlynne Clinic",PmeORqNWzwq,"bu Northlynne Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/PmeORqNWzwq","bu Northlynne Clinic",
"bu NRZ",vmdkQ7STLQm,"bu NRZ","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/vmdkQ7STLQm","bu NRZ",
"bu Parkade Centre",nxs1XzhCsB2,"Parkade Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/nxs1XzhCsB2","bu Parkade Centre",
"bu Pelandaba Clinic",vzOHH2UeLTM,"Pelandaba Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/vzOHH2UeLTM","bu Pelandaba Clinic",
"bu Princess Margaret Clinic",CyzLGOqW4CZ,"Princess Margaret Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/CyzLGOqW4CZ","bu Princess Margaret Clinic",
"bu PSI New Start Clinic",Z3Wl62t4RJx,"PSI New Start Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/Z3Wl62t4RJx","bu PSI New Start Clinic",
"bu Pumula Clinic",xQrUWw2fUC7,"Pumula Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/xQrUWw2fUC7","bu Pumula Clinic",
"bu Pumula South Clinic",Ta5WU3NkNI0,"Pumula South Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/lIFrKsoRdXv/Ta5WU3NkNI0","bu Pumula South Clinic",
"bu Pumula South Private Maternity Clinic",XGNMosPGvzj,"bu Pumula South Private Maternity Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/XGNMosPGvzj","bu Pumula South Private Maternity Clinic",
"bu Royal Women's Clinic",GCyRcR8dYEc,"bu Royal Women's Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/GCyRcR8dYEc","bu Royal Women's Clinic",
"bu Schweppes Pvt  Zimbabwe",GdGSOpNzCUE,"bu Schweppes Pvt  Zimbabwe","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/GdGSOpNzCUE","bu Schweppes Pvt  Zimbabwe",
"bu Silver Oaks Medical Centre",NpqeIttg5Cn,"Silver Oaks Medical Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/NpqeIttg5Cn","bu Silver Oaks Medical Centre",
"bu Tembi Home Health Centre",f0xKBrZmcn8,"Tembi Home Health Centre","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/f0xKBrZmcn8","bu Tembi Home Health Centre",
"bu Thorngrove Infectious Diseases Hospital",RcNBj1T8gKb,"Thorngrove Infectious Diseases Hospital","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/RcNBj1T8gKb","bu Thorngrove Infectious Diseases Hospital",
"bu Tshabalala Clinic",lmWhvNsB4XS,"Tshabalala Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QKOSf6Y7Q3Y/lmWhvNsB4XS","bu Tshabalala Clinic",
"bu Tshabalala Pvt Maternity Clinic",m8wk3IQkRom,"bu Tshabalala Pvt Maternity Clinic","/uLFWBf4qXuv/bWa0xtpCuC2/QE95U8rDHjp/m8wk3IQkRom","bu Tshabalala Pvt Maternity Clinic",
"bu UBH",KrJFStwra1P,UBH,"/uLFWBf4qXuv/pIUx4ola8QM/KrJFStwra1P","bu UBH",
"bu United Bulawayo Hospital",f6TuF07vwQr,"United Bulawayo Hospital","/uLFWBf4qXuv/pIUx4ola8QM/KrJFStwra1P/f6TuF07vwQr","bu United Bulawayo Hospital",
"ha Annexe Hospital",aXbupxQbubo,"Annexe Hospital","/uLFWBf4qXuv/kIaQI4y3zNK/E3OyRVljytU/aXbupxQbubo","ha Annexe Hospital","POINT (29.8817 -18.3553)"
"ha Arcadia Clinic",OBXlKhRkRIb,"Arcadia Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/OBXlKhRkRIb","ha Arcadia Clinic",
"ha Arcadia Medical Center",NsXemupkULd,"ha Arcadia Medical Center","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/NsXemupkULd","ha Arcadia Medical Center",
"ha Avenues Clinic Hospital",QOSVNeZ8v9H,"Avenues Clinic Hospital","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/QOSVNeZ8v9H","ha Avenues Clinic Hospital",
"ha Avondale Clinic",LixFsP9YMT9,"Avondale Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/UIdq4RFJRHA/LixFsP9YMT9","ha Avondale Clinic",
"ha Baines Avenue Clinic",O4MKbrw8HzO,"ha Baines Avenue Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/O4MKbrw8HzO","ha Baines Avenue Clinic",
"ha Beatrice Road Hospital",MjDD6XQksTN,"Beatrice Road Hospital","/uLFWBf4qXuv/qfcd5CRKOj6/DC2oHCck0rA/MjDD6XQksTN","ha Beatrice Road Hospital",
"ha Belvedere Satellite Clinic",UiPBTlrwap5,"Belvedere Satellite Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/UIdq4RFJRHA/UiPBTlrwap5","ha Belvedere Satellite Clinic",
"ha Borrowdale Clinic",WaYcDd2d9pk,"Borrowdale Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/KOCEvUKp2iV/WaYcDd2d9pk","ha Borrowdale Clinic",
"ha Braeside FHS Clinic",t0hAcwHFHPq,"Braeside FHS Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/t0hAcwHFHPq","ha Braeside FHS Clinic",
"ha Budiriro PolyClinic",GdL5a5OSZ15,"Budiriro PolyClinic","/uLFWBf4qXuv/qfcd5CRKOj6/tWp1oTwghJa/GdL5a5OSZ15","ha Budiriro PolyClinic",
"ha Budiriro Satellite Clinic",No0CVtnUHfZ,"Budiriro Satellite Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/tWp1oTwghJa/No0CVtnUHfZ","ha Budiriro Satellite Clinic",
"ha Caledonia sate",ONmg4djzSUr,"ha Caledonia sate","/uLFWBf4qXuv/qfcd5CRKOj6/OquRHWprXla/ONmg4djzSUr","ha Caledonia sate",
"ha Chitubu Glen Norah Family Med Centre",vmBd8udkbC3,"ha Chitubu Glen Norah Family Med Centreha","/uLFWBf4qXuv/qfcd5CRKOj6/pAI4j6pt14e/vmBd8udkbC3","ha Chitubu Glen Norah Family Med Centre",
"ha Chitungwiza Casualty",VsCO40x1g1H,"Chitungwiza Casualty","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/VsCO40x1g1H","ha Chitungwiza Casualty",
"ha Chitungwiza Central Hospital",UuHcaRFt2ZE,"Chitungwiza Central Hospital","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE","ha Chitungwiza Central Hospital",
"ha Chitungwiza Central Hospital - do not use",MIE5WHdFdmK,"Chitungwiza Central Hospital old","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/MIE5WHdFdmK","ha Chitungwiza Central Hospital - do not use",
"ha Chitungwiza City",GlIFiQYMDIm,"Chitungwiza City",/uLFWBf4qXuv/GlIFiQYMDIm,"ha Chitungwiza City",
"ha Chitungwiza Maternity Services",WUctvvuFuCM,"Chitungwiza Maternity Services","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/WUctvvuFuCM","ha Chitungwiza Maternity Services",
"ha Chitungwiza New Start Centre Town Centre",LqF57Jnfr3k,"ha Chitungwiza New Start Centre Town Centre","/uLFWBf4qXuv/GlIFiQYMDIm/hut9rTqJMa4/LqF57Jnfr3k","ha Chitungwiza New Start Centre Town Centre",
"ha Chitungwiza OPD",pc3SdKl6IZi,"Chitungwiza OPD","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/pc3SdKl6IZi","ha Chitungwiza OPD",
"ha Chitungwiza Peadiatrics",WG5o4DJ5LYA,"Chitungwiza Peadiatrics","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/WG5o4DJ5LYA","ha Chitungwiza Peadiatrics",
"ha Chitungwiza Staff Clinic",gGPnnqPAjz5,"Chitungwiza Staff Clinic","/uLFWBf4qXuv/kIaQI4y3zNK/UuHcaRFt2ZE/gGPnnqPAjz5","ha Chitungwiza Staff Clinic",
"ha Chitungwiza Urban District",hut9rTqJMa4,"ha Chitungwiza Urban District","/uLFWBf4qXuv/GlIFiQYMDIm/hut9rTqJMa4","ha Chitungwiza Urban District","POLYGON ((31.0525 -17.9792, 31.0557 -17.9792, 31.0566 -17.9832, 31.0592 -17.9862, 31.0614 -17.9875, 31.0658 -17.9893, 31.0696 -17.9944, 31.0699 -17.9947, 31.0744 -18, 31.0868 -18.002, 31.0897 -18.0024, 31.0965 -18.0035, 31.1045 -18.0077, 31.1261 -18.0208, 31.1259 -18.0211, 31.1195 -18.0264, 31.1163 -18.0305, 31.1104 -18.0339, 31.1001 -18.0352, 31.0963 -18.0349, 31.0943 -18.0326, 31.0912 -18.0335, 31.0894 -18.0348, 31.0855 -18.0382, 31.0811 -18.0406, 31.0739 -18.0442, 31.0709 -18.0476, 31.0665 -18.0483, 31.0643 -18.0479, 31.0618 -18.0501, 31.0597 -18.0483, 31.0591 -18.0454, 31.0564 -18.0446, 31.0535 -18.042, 31.05 -18.0382, 31.0499 -18.0338, 31.0458 -18.032, 31.0421 -18.0309, 31.0407 -18.0283, 31.0401 -18.0275, 31.0364 -18.0259, 31.034 -18.0204, 31.0252 -18.0181, 31.023 -18.0153, 31.0171 -18.013, 31.0117 -18.0155, 31.0095 -18.0132, 31.0072 -18.0143, 31.0047 -18.0122, 31.0038 -18.0117, 31.0037 -18.0117, 31.003 -18.0061, 30.9992 -18.0058, 30.9971 -18.0023, 30.9997 -17.9986, 31.0002 -17.9988, 31.0045 -17.9996, 31.0067 -17.998, 31.0095 -18.0006, 31.0167 -18.0034, 31.0209 -18.0013, 31.0207 -17.9968, 31.0228 -17.9925, 31.0237 -17.9896, 31.0254 -17.9873, 31.0299 -17.9872, 31.0332 -17.9851, 31.0395 -17.985, 31.043 -17.9838, 31.0438 -17.9832, 31.0451 -17.9822, 31.0466 -17.9811, 31.0498 -17.9815, 31.0525 -17.9792))"
"ha Chitungwiza ZRP Camp Clinic",fZoVqfNG9Dg,"Chitungwiza ZRP Camp Clinic","/uLFWBf4qXuv/GlIFiQYMDIm/hut9rTqJMa4/fZoVqfNG9Dg","ha Chitungwiza ZRP Camp Clinic",
"ha Cimas Chinhoyi Clinic",nKuYKHtfBwO,"ha Cimas Chinhoyi Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/nKuYKHtfBwO","ha Cimas Chinhoyi Clinic",
"ha Delta Beverages Chibuku Clinic",cU1KznGD8Li,"ha Delta Beverages Chibuku Clinic","/uLFWBf4qXuv/GlIFiQYMDIm/hut9rTqJMa4/cU1KznGD8Li","ha Delta Beverages Chibuku Clinic",
"ha Delta Graniteside Clinic",NA1QonzIQW9,"ha Delta Graniteside Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/NA1QonzIQW9","ha Delta Graniteside Clinic",
"ha Dunameon",pjDhhyAIRyH,"ha Dunameon","/uLFWBf4qXuv/qfcd5CRKOj6/AKeWzL4UJHx/pjDhhyAIRyH","ha Dunameon",
"ha Eastern District",OquRHWprXla,"Eastern District","/uLFWBf4qXuv/qfcd5CRKOj6/OquRHWprXla","ha Eastern District",
"ha Eastley FHS Clinic",ZRcIuk4ds0W,"Eastley FHS Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/OquRHWprXla/ZRcIuk4ds0W","ha Eastley FHS Clinic",
"ha Glen Norah Medical Centre",KgdDAT9pMWE,"ha Glen Norah Medical Centre","/uLFWBf4qXuv/qfcd5CRKOj6/pAI4j6pt14e/KgdDAT9pMWE","ha Glen Norah Medical Centre",
"ha Glen Norah Satellite Clinic",R9siosZGUNf,"Glen Norah Satellite Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/pAI4j6pt14e/R9siosZGUNf","ha Glen Norah Satellite Clinic",
"ha Glen View Maternity Home",SNJpPqdJ5g4,"ha Glen View Maternity Home","/uLFWBf4qXuv/qfcd5CRKOj6/tWp1oTwghJa/SNJpPqdJ5g4","ha Glen View Maternity Home",
"ha Glen View PolyClinic",mUxVNM06Sk3,"Glen View PolyClinic","/uLFWBf4qXuv/qfcd5CRKOj6/tWp1oTwghJa/mUxVNM06Sk3","ha Glen View PolyClinic",
"ha Glen View Satellite Clinic",JKa3ZBAdM6k,"Glen View Satellite Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/tWp1oTwghJa/JKa3ZBAdM6k","ha Glen View Satellite Clinic",
"ha Gonda Hospital",kwzEQcinCj6,"ha Gonda Hospital","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/kwzEQcinCj6","ha Gonda Hospital",
"ha Greendale FHS Clinic",FU8Z93y9IuS,"Greendale FHS Clinic","/uLFWBf4qXuv/qfcd5CRKOj6/OquRHWprXla/FU8Z93y9IuS","ha Greendale FHS Clinic",
"ha Harare Casualty",wNWk4ZQ6j81,"Harare Casualty","/uLFWBf4qXuv/kIaQI4y3zNK/S1cZEJTerpe/wNWk4ZQ6j81","ha Harare Casualty",
"ha Harare Central Hospital",S1cZEJTerpe,"Harare Central Hospital","/uLFWBf4qXuv/kIaQI4y3zNK/S1cZEJTerpe","ha Harare Central Hospital",
"ha Harare Central Hospital - do not use",egktPmYQEns,"Harare Central Hospital old","/uLFWBf4qXuv/kIaQI4y3zNK/S1cZEJTerpe/egktPmYQEns","ha Harare Central Hospital - do not use",
"ha Harare Central Hospitals",kIaQI4y3zNK,"Harare Central Hospitals",/uLFWBf4qXuv/kIaQI4y3zNK,"ha Harare Central Hospitals",
"ha Harare Central South Eastern District",rTHWoD446Hh,"Harare Central South Eastern District","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh","ha Harare Central South Eastern District",
"ha Harare city centre VMMC clinic",diiPipbRrcQ,"Harare city centre VMMC clinic","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/diiPipbRrcQ","ha Harare city centre VMMC clinic",
"ha Harare City Private Institutions",wT4eGsRLTWI,"Harare City Private Institutions","/uLFWBf4qXuv/qfcd5CRKOj6/rTHWoD446Hh/wT4eGsRLTWI","ha Harare City Private Institutions",
